smiles,rdkit__qed,rdkit__SPS,rdkit__MolWt,rdkit__HeavyAtomMolWt,rdkit__ExactMolWt,rdkit__NumValenceElectrons,rdkit__NumRadicalElectrons,rdkit__MaxPartialCharge,rdkit__MinPartialCharge,rdkit__MaxAbsPartialCharge,rdkit__MinAbsPartialCharge,rdkit__FpDensityMorgan1,rdkit__FpDensityMorgan2,rdkit__FpDensityMorgan3,rdkit__LabuteASA,rdkit__TPSA,rdkit__FractionCSP3,rdkit__HeavyAtomCount,rdkit__NHOHCount,rdkit__NOCount,rdkit__NumAliphaticCarbocycles,rdkit__NumAliphaticHeterocycles,rdkit__NumAliphaticRings,rdkit__NumAmideBonds,rdkit__NumAromaticCarbocycles,rdkit__NumAromaticHeterocycles,rdkit__NumAromaticRings,rdkit__NumAtomStereoCenters,rdkit__NumBridgeheadAtoms,rdkit__NumHAcceptors,rdkit__NumHDonors,rdkit__NumHeteroatoms,rdkit__NumHeterocycles,rdkit__NumRotatableBonds,rdkit__NumSaturatedCarbocycles,rdkit__NumSaturatedHeterocycles,rdkit__NumSaturatedRings,rdkit__NumSpiroAtoms,rdkit__NumUnspecifiedAtomStereoCenters,rdkit__Phi,rdkit__RingCount,rdkit__MolLogP,rdkit__MolMR,rdkit__fr_Al_COO,rdkit__fr_Al_OH,rdkit__fr_Al_OH_noTert,rdkit__fr_ArN,rdkit__fr_Ar_COO,rdkit__fr_Ar_N,rdkit__fr_Ar_NH,rdkit__fr_Ar_OH,rdkit__fr_COO,rdkit__fr_COO2,rdkit__fr_C_O,rdkit__fr_C_O_noCOO,rdkit__fr_C_S,rdkit__fr_HOCCN,rdkit__fr_Imine,rdkit__fr_NH0,rdkit__fr_NH1,rdkit__fr_NH2,rdkit__fr_N_O,rdkit__fr_Ndealkylation1,rdkit__fr_Ndealkylation2,rdkit__fr_Nhpyrrole,rdkit__fr_SH,rdkit__fr_aldehyde,rdkit__fr_alkyl_carbamate,rdkit__fr_alkyl_halide,rdkit__fr_allylic_oxid,rdkit__fr_amide,rdkit__fr_amidine,rdkit__fr_aniline,rdkit__fr_aryl_methyl,rdkit__fr_azide,rdkit__fr_azo,rdkit__fr_barbitur,rdkit__fr_benzene,rdkit__fr_benzodiazepine,rdkit__fr_bicyclic,rdkit__fr_diazo,rdkit__fr_dihydropyridine,rdkit__fr_epoxide,rdkit__fr_ester,rdkit__fr_ether,rdkit__fr_furan,rdkit__fr_guanido,rdkit__fr_halogen,rdkit__fr_hdrzine,rdkit__fr_hdrzone,rdkit__fr_imidazole,rdkit__fr_imide,rdkit__fr_isocyan,rdkit__fr_isothiocyan,rdkit__fr_ketone,rdkit__fr_ketone_Topliss,rdkit__fr_lactam,rdkit__fr_lactone,rdkit__fr_methoxy,rdkit__fr_morpholine,rdkit__fr_nitrile,rdkit__fr_nitro,rdkit__fr_nitro_arom,rdkit__fr_nitro_arom_nonortho,rdkit__fr_nitroso,rdkit__fr_oxazole,rdkit__fr_oxime,rdkit__fr_para_hydroxylation,rdkit__fr_phenol,rdkit__fr_phenol_noOrthoHbond,rdkit__fr_phos_acid,rdkit__fr_phos_ester,rdkit__fr_piperdine,rdkit__fr_piperzine,rdkit__fr_priamide,rdkit__fr_prisulfonamd,rdkit__fr_pyridine,rdkit__fr_quatN,rdkit__fr_sulfide,rdkit__fr_sulfonamd,rdkit__fr_sulfone,rdkit__fr_term_acetylene,rdkit__fr_tetrazole,rdkit__fr_thiazole,rdkit__fr_thiocyan,rdkit__fr_thiophene,rdkit__fr_unbrch_alkane,rdkit__fr_urea,pka__num_basic_sites,pka__num_acidic_sites,pka__num_ionizable_sites,pka__has_basic_site,pka__has_acidic_site,pka__is_amphoteric,pka__most_basic_pka,pka__most_acidic_pka,pka__logd_ph,pka__logp_wildman_crippen,pka__logd_estimate,pka__fraction_neutral,pka__base_site_pka_min,pka__base_site_pka_max,pka__base_site_pka_mean,pka__base_site_pka_std,pka__base_site_pka_sum,pka__base_site_pka_range,pka__acid_site_pka_min,pka__acid_site_pka_max,pka__acid_site_pka_mean,pka__acid_site_pka_std,pka__acid_site_pka_sum,pka__acid_site_pka_range,pka__warning_count,pka__warning_multiple_basic_sites,pka__warning_multiple_acidic_sites,pka__warning_amphoteric,pka__warning_fraction_neutral_clamped,pka__warning_fraction_neutral_tiny,pka__base_site_pka_rank_1,pka__base_site_pka_rank_2,pka__base_site_pka_rank_3,pka__base_site_pka_rank_4,pka__base_site_pka_rank_5,pka__base_site_pka_rank_6,pka__base_site_pka_rank_7,pka__acid_site_pka_rank_1,pka__acid_site_pka_rank_2,pka__acid_site_pka_rank_3,pka__acid_site_pka_rank_4,pka__acid_site_pka_rank_5,pka__acid_site_pka_rank_6,pka__acid_site_pka_rank_7,pka__acid_site_pka_rank_8,pka__acid_site_pka_rank_9,pka__acid_site_pka_rank_10,pka__acid_site_pka_rank_11,pka__acid_site_pka_rank_12,pka__acid_site_pka_rank_13,pka__acid_site_pka_rank_14,pka__acid_site_pka_rank_15,pka__acid_site_pka_rank_16,pka__acid_site_pka_rank_17,pka__acid_site_pka_rank_18,pka__acid_site_pka_rank_19,pka__acid_site_pka_rank_20,pka__acid_site_pka_rank_21,pka__acid_site_pka_rank_22,pka__acid_site_pka_rank_23
NS(=O)(=O)c1ccc(N2C(=O)CC(c3ccccc3)C2=O)c(Cl)c1,0.8423733361793315,18.25,364.81000000000006,351.7060000000001,364.028455576,124.0,0.0,0.2413737061751334,-0.2739965804390173,0.2739965804390173,0.2413737061751334,1.0833333333333333,1.75,2.333333333333333,143.42924531621858,97.54,0.125,24.0,2.0,6.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,4.0,1.0,8.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,4.1647476089091535,3.0,2.0345000000000004,89.11820000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,1,1,3.9478,9.7652,7.4,2.0345,2.0325,0.9954,3.9478,3.9478,3.9478,0.0,3.9478,0.0,9.7652,9.7652,9.7652,0.0,19.5304,0.0,2,0,1,1,0,0,3.9478,,,,,,,9.7652,9.7652,,,,,,,,,,,,,,,,,,,,,
O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ncnc2[C@H]1CN1CCCC1,0.8005407161160987,20.384615384615383,394.3060000000002,373.1380000000002,393.11231565200006,138.0,0.0,0.2272239641366208,-0.3289899401713625,0.3289899401713625,0.2272239641366208,1.1153846153846154,1.9230769230769231,2.6923076923076925,162.24085949458984,54.260000000000005,0.5,26.0,0.0,6.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,5.0,0.0,8.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,5.155963831707723,4.0,2.806700000000001,100.31600000000005,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,8.0661,,7.4,2.8067,2.0558,0.1774,4.513,8.0661,6.28955,1.7765500000000003,12.5791,3.5531000000000006,,,,,0.0,,1,1,0,0,0,0,8.0661,4.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CON=C(C#N)C1CN2CCC1CC2,0.4823613443983254,36.57142857142857,193.24999999999997,178.12999999999997,193.1215121,76.0,0.0,0.1610459258053404,-0.3983284713128471,0.3983284713128471,0.1610459258053404,1.5,2.2142857142857144,2.642857142857143,84.12738731685762,48.62,0.8,14.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,4.0,3.0,2.0,0.0,3.0,3.0,0.0,1.0,2.687124485120436,3.0,0.8541800000000002,52.71100000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,1,0,0,8.5862,,7.4,0.8542,-0.3594,0.0611,5.7601,8.5862,7.17315,1.4130499999999997,14.3463,2.8260999999999994,,,,,0.0,,1,1,0,0,0,0,8.5862,5.7601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0.373566692061868,26.13636363636364,608.6880000000004,568.3680000000003,608.27338086,236.0,0.0,0.3382743425592041,-0.4966869793498891,0.4966869793498891,0.3382743425592041,0.9090909090909092,1.6590909090909092,2.2954545454545454,256.1734234680975,117.78000000000004,0.5151515151515151,44.0,1.0,11.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0,10.0,1.0,11.0,3.0,8.0,1.0,1.0,2.0,0.0,0.0,8.34308104329182,6.0,4.171100000000004,160.68719999999962,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,7.829,13.8466,7.4,4.1711,3.6046,0.2713,2.6065,7.829,5.21775,2.61125,10.4355,5.2225,13.8466,13.8466,13.8466,0.0,13.8466,0.0,2,1,0,1,0,0,7.829,2.6065,,,,,,13.8466,,,,,,,,,,,,,,,,,,,,,,
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0.4135684352582827,26.88095238095238,578.6620000000004,540.3580000000004,578.2628161759999,224.0,0.0,0.3382743425592041,-0.4926876933523265,0.4926876933523265,0.3382743425592041,0.9523809523809524,1.6904761904761905,2.357142857142857,244.69493612419407,108.55,0.5,42.0,1.0,10.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0,9.0,1.0,10.0,3.0,7.0,1.0,1.0,2.0,0.0,0.0,7.760232137921884,6.0,4.162500000000003,154.1351999999997,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,7.9977,13.852,7.4,4.1625,3.467,0.2016,2.4485,7.9977,5.2231000000000005,2.7746,10.4462,5.5492,13.852,13.852,13.852,0.0,13.852,0.0,2,1,0,1,0,0,7.9977,2.4485,,,,,,13.852,,,,,,,,,,,,,,,,,,,,,,
COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccc(Cl)cc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,0.3758615055158395,26.55813953488372,613.1070000000004,575.8110000000004,612.2238438239999,230.0,0.0,0.3382743425592041,-0.4926876933523265,0.4926876933523265,0.3382743425592041,0.9767441860465116,1.7209302325581397,2.372093023255814,254.9982023510757,108.55,0.5,43.0,1.0,10.0,1.0,2.0,3.0,0.0,2.0,1.0,3.0,6.0,0.0,9.0,1.0,11.0,3.0,7.0,1.0,1.0,2.0,0.0,0.0,8.19056054374303,6.0,4.8159000000000045,159.14519999999965,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,7.5772,13.823,7.4,4.8159,4.4173,0.3994,2.3315,7.5772,4.95435,2.62285,9.9087,5.2457,13.823,13.823,13.823,0.0,13.823,0.0,2,1,0,1,0,0,7.5772,2.3315,,,,,,13.823,,,,,,,,,,,,,,,,,,,,,,
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,0.1964018572623191,48.74193548387097,447.5330000000002,410.23700000000014,447.269298524,180.0,0.0,0.2149124811099004,-0.4665529787351662,0.4665529787351662,0.2149124811099004,1.096774193548387,1.7096774193548387,2.290322580645161,181.34741974047105,213.72,0.8947368421052632,31.0,12.0,12.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,8.0,12.0,2.0,6.0,1.0,1.0,2.0,0.0,0.0,7.9249437978642545,3.0,-3.851499999999994,110.14170000000004,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,8,1,1,1,9.8244,12.947,7.4,-3.8515,-6.2775,0.0037,8.606,9.8244,9.37914,0.4150314137508149,46.895700000000005,1.2184000000000008,12.947,13.23,13.094833333333332,0.1158809254747691,39.2845,0.2830000000000012,3,1,1,1,0,0,9.8244,9.6243,9.4499,9.3911,8.606,,,12.947,13.1075,13.23,,,,,,,,,,,,,,,,,,,,
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,0.1750353705309133,46.51515151515152,475.58700000000016,434.2590000000002,475.3005986519999,192.0,0.0,0.2149124811178469,-0.4665529787351499,0.4665529787351499,0.2149124811178469,1.1515151515151516,1.8484848484848484,2.484848484848485,194.28727545585951,199.73,0.9047619047619048,33.0,11.0,12.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,12.0,8.0,12.0,2.0,8.0,1.0,1.0,2.0,0.0,0.0,9.082826974622243,3.0,-3.200699999999992,119.63100000000004,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,8,1,1,1,9.6151,12.9845,7.4,-3.2007,-5.4184,0.0061,8.4962,9.6151,9.21284,0.3863333824561372,46.0642,1.1189,12.9845,13.2014,13.0979,0.0888253342239696,39.2937,0.2168999999999989,3,1,1,1,0,0,9.6151,9.4642,9.2978,9.1909,8.4962,,,12.9845,13.1078,13.2014,,,,,,,,,,,,,,,,,,,,
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0.8561371493463951,10.470588235294118,248.71700000000004,235.613,248.082874096,88.0,0.0,0.2217267939516916,-0.3830067506254967,0.3830067506254967,0.2217267939516916,1.1176470588235294,1.7647058823529411,2.3529411764705883,104.64072513715436,77.82,0.1666666666666666,17.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,4.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.151014743048807,2.0,2.5238000000000005,70.68080000000002,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,8,1,1,1,6.7687,12.5751,7.4,2.5238,2.4326,0.8105,4.8232,6.7687,5.92365,0.7189496035884574,23.6946,1.9455,12.5751,13.1054,12.84025,0.2651499999999993,51.361,0.5302999999999987,3,1,1,1,0,0,6.7687,6.2857,5.817,4.8232,,,,12.5751,12.5751,13.1054,13.1054,,,,,,,,,,,,,,,,,,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@@H](N)CC(C)C)[C@H](O)[C@H](C)O1,0.1559533681283084,27.46808510638298,656.6850000000002,616.3650000000002,656.25812472,254.0,0.0,0.2367349365892445,-0.5068479547044314,0.5068479547044314,0.2367349365892445,1.127659574468085,1.8085106382978724,2.4468085106382977,269.98243399759855,235.17,0.5151515151515151,47.0,8.0,14.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,7.0,0.0,13.0,7.0,14.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,9.475258003581494,5.0,0.5322000000000013,163.14009999999973,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,6,7,1,1,1,8.4054,6.9238,7.4,0.5322,-1.1155,0.0225,8.4054,8.4054,8.4054,0.0,8.4054,0.0,6.9238,11.2415,9.095383333333334,1.6341872377593567,54.572300000000006,4.3177,2,0,1,1,0,0,8.4054,,,,,,,6.9238,7.5356,8.1338,10.144,10.5936,11.2415,,,,,,,,,,,,,,,,,
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(=O)CO)C[C@H]3OC1CC(N)CC(C)O1,0.2984123018928681,28.34210526315789,527.5260000000004,498.2940000000004,527.1791461279998,202.0,0.0,0.2016312814501292,-0.5068479547044316,0.5068479547044316,0.2016312814501292,1.131578947368421,1.8421052631578947,2.5,217.28716327537117,185.84,0.4444444444444444,38.0,6.0,11.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,5.0,0.0,11.0,5.0,11.0,1.0,5.0,0.0,1.0,1.0,0.0,3.0,6.52343081614031,5.0,1.0304999999999995,130.36459999999997,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,5,1,1,1,9.3146,6.9161,7.4,1.0305,-1.4965,0.003,9.3146,9.3146,9.3146,0.0,9.3146,0.0,6.9161,10.1566,8.183349999999999,1.2173698339042245,32.7334,3.240499999999999,2,0,1,1,0,0,9.3146,,,,,,,6.9161,7.5311,8.1296,10.1566,,,,,,,,,,,,,,,,,,,
CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O,0.3321078409843013,29.82857142857143,483.4730000000002,458.2730000000003,483.1529313799999,184.0,0.0,0.197896158892136,-0.5068486621705461,0.5068486621705461,0.197896158892136,1.0571428571428572,1.6571428571428573,2.2285714285714286,199.44373381707103,176.61,0.4,35.0,6.0,10.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,5.0,0.0,10.0,5.0,10.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,5.53490946878007,5.0,0.6317999999999996,119.19560000000004,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,5,1,1,1,6.6821,6.921,7.4,0.6318,-0.0478,0.2091,6.6821,6.6821,6.6821,0.0,6.6821,0.0,6.921,11.8658,9.226975,2.167126482666621,36.9079,4.9448,2,0,1,1,0,0,6.6821,,,,,,,6.921,7.2648,10.8563,11.8658,,,,,,,,,,,,,,,,,,,
CC1OC(OC2CC(O)(C(=O)CO)Cc3c(O)c4c(c(O)c32)C(=O)c2ccccc2C4=O)CC(N)C1O,0.2567033895859339,30.89189189189189,513.4990000000003,486.2830000000004,513.1634960639999,196.0,0.0,0.1978961589605571,-0.506847954869539,0.506847954869539,0.1978961589605571,1.135135135135135,1.7297297297297298,2.2972972972972974,210.60290968366365,196.84,0.4230769230769231,37.0,7.0,11.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,6.0,0.0,11.0,6.0,11.0,1.0,4.0,0.0,1.0,1.0,0.0,6.0,6.177690044854396,5.0,-0.0073000000000001,125.2024,0.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,6,1,1,1,8.7127,7.0971,7.4,-0.0073,-1.819,0.0154,8.7127,8.7127,8.7127,0.0,8.7127,0.0,7.0971,11.4089,8.9286,1.6150296765075247,44.643,4.311799999999999,2,0,1,1,0,0,8.7127,,,,,,,7.0971,7.7673,8.1711,10.1986,11.4089,,,,,,,,,,,,,,,,,,
