smiles	match_method	chembl_id	n_activities	include_activities_in_tool
CCNC(=S)NS(=O)(=O)c1ccccc1	chembl_parent	CHEMBL1569564	16	True
CCNC(C)(C)[C@@H](SS)c1ccc(Br)cc1	chembl_parent	CHEMBL1555537	12	True
CCNC(C)Cc1ccc2c(c1)OCO2	chembl_parent	CHEMBL126279	9	True
CCNC(C)Cc1cccc(C(F)(F)F)c1	chembl_parent	CHEMBL87493	133	False
CCNC(NCC)=[NH+]CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCC[NH+]=C(NCC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O	chembl_parent	CHEMBL1251	0	True
CCNC1(c2ccccc2)CCCCC1	chembl_parent	CHEMBL279924	11	True
CCNC1(c2cccs2)CCCCC1=O	chembl_parent	CHEMBL2110703	2	True
CCNC1=NC(=O)C(c2ccccc2)O1	chembl_parent	CHEMBL2104907	0	True
CCNC1=Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1	chembl_parent	CHEMBL2106227	32	False
CCNC1=Nc2ccc(Cl)cc2C(c2ccccc2)S1	chembl_parent	CHEMBL2106208	0	True
CCNC1C2CCC(C2)C1c1ccccc1	chembl_parent	CHEMBL7010	4	True
CCNC1CCN(c2ccncc2)CC1	chembl_parent	CHEMBL4516958	6	True
CCNCC	chembl_parent	CHEMBL1189	4	True
CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1	chembl_parent	CHEMBL3638053	1	True
CCNCC(O)c1cccc(O)c1	chembl_parent	CHEMBL86882	31	False
CCNCCC1(CC)C(=O)NC(=O)NC1=O	chembl_parent	CHEMBL1742167	63	False
CCNCCCNCCCCNCCCNCC	chembl_parent	CHEMBL18794	207	False
CCNCCCNCCCNCCCNCC	chembl_parent	CHEMBL44083	110	False
CCNCCN	chembl_parent	CHEMBL70445	1	True
CCNCCO	chembl_parent	CHEMBL3188262	0	True
CCNC[C@H](O)c1cccc(O)c1	chembl_parent	CHEMBL1160706	10	True
CCNCc1c(CSC)cnc(C)c1O	chembl_parent	CHEMBL307214	1	True
CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O	chembl_parent	CHEMBL1235	121	False
CCNCc1cc(OCC)c(OCC(=O)NCCc2ccccc2)cc1Cl	chembl_parent	CHEMBL1624257	0	True
CCNN	chembl_parent	CHEMBL1359929	2	True
CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C	chembl_parent	CHEMBL1875667	6	True
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	chembl_parent	CHEMBL177726	2	True
CCNS(=O)(=O)c1ccc(C)cc1	chembl_parent	CHEMBL1492809	2	True
CCNS(=O)(=O)c1ccc(NC(=O)c2cc(C(F)(F)F)nn2C)cc1	chembl_parent	CHEMBL1483851	14	True
CCNS(=O)(=O)c1ccc(NS(C)(=O)=O)cc1	chembl_parent	CHEMBL1741910	5	True
CCN[C@@H](C)Cc1cccc(C(F)(F)F)c1	chembl_parent	CHEMBL248702	635	False
CCN[C@@H](C)Cc1ccccc1	chembl_parent	CHEMBL3301837	0	True
CCN[C@@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	chembl_parent	CHEMBL51533	6	True
CCN[C@@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	chembl_parent	CHEMBL276679	18	True
CCN[C@@H]1C[C@H](N)[C@@H](OC2OC(CN)=CCC2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O	chembl_parent	CHEMBL227866	0	True
CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O	chembl_parent	CHEMBL1572	1393	False
CCN[C@@H]1C[C@H](N)[C@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@@H](O)[C@H]1O[C@H]1OC[C@@](C)(O)[C@@H](NC)[C@@H]1O	chembl_parent	CHEMBL1551235	8	True
CCN[C@H](C)Cc1cccc(C(F)(F)F)c1	chembl_parent	CHEMBL438145	1	True
CCN[C@H](Cc1ccccc1)[C@H]1CCCO1	chembl_parent	CHEMBL3989838	0	True
CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	chembl_parent	CHEMBL220491	393	False
CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21	chembl_parent	CHEMBL218490	649	False
CCN[C@]1(c2cccs2)CCCCC1=O	chembl_parent	CHEMBL1474801	8	True
CCNc1cc(O)ccc1C	chembl_parent	CHEMBL1520783	24	True
CCNc1ccc(-c2nc(-c3ccc(/C=C/COCC)cc3)[nH]c2-c2ccc(NC(C)C)cc2)cc1	chembl_parent	CHEMBL88027	1	True
CCNc1ccc(Br)cc(C(=O)/C=C/c2ccc3c(c2)OCO3)c1=O	chembl_parent	CHEMBL1340514	68	False
CCNc1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)c2ccccc12	chembl_parent	CHEMBL3306208	0	True
CCNc1cccc(C)c1	chembl_parent	CHEMBL3182610	0	True
CCNc1ccccc1	chembl_parent	CHEMBL455541	6	True
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1	chembl_parent	CHEMBL1884229	15	True
CCNc1nc(Cl)nc(NC(C)(C)C)n1	chembl_parent	CHEMBL1888237	25	False
CCNc1nc(Cl)nc(NC(C)C)n1	chembl_parent	CHEMBL15063	212	False
CCNc1nc(Cl)nc(NCC)n1	chembl_parent	CHEMBL1605837	62	False
CCNc1nc(N)nc(Cl)n1	chembl_parent	CHEMBL1895845	4	True
CCNc1nc(NC(C)(C)C)nc(SC)n1	chembl_parent	CHEMBL1234490	5	True
CCNc1nc(NC(C)C(C)C)nc(SC)n1	chembl_parent	CHEMBL3185273	0	True
CCNc1nc(NC(C)C)nc(OC)n1	chembl_parent	CHEMBL1231002	0	True
CCNc1nc(NC(C)C)nc(SC)n1	chembl_parent	CHEMBL1235774	24	True
CCNc1nc(NC(C)C)nc(SCCOc2ccc(C)cc2)n1	chembl_parent	CHEMBL1361757	25	False
CCNc1nc(NC(C)CC)nc(OC)n1	chembl_parent	CHEMBL1894841	1	True
CCNc1nc(NCC)nc(C(=O)Nc2ccccc2)n1	chembl_parent	CHEMBL1489980	19	True
CCNc1nc(NCC)nc(N(C)N)n1	chembl_parent	CHEMBL1340517	26	False
CCNc1nc(NCC)nc(ON=C(C)C)n1	chembl_parent	CHEMBL1348253	9	True
CCNc1nc(NCC)nc(SC)n1	chembl_parent	CHEMBL1888800	31	False
CCNc1nc(Oc2c(Cl)cccc2Cl)cc(C(F)(F)F)n1	chembl_parent	CHEMBL1520507	34	False
CCNc1nc(Oc2ccc(=O)n(-c3ccccc3)n2)nc(N(C)C)n1	chembl_parent	CHEMBL1345927	13	True
CCNc1nc(Sc2ccc(C)cc2)cc(C(F)(F)F)n1	chembl_parent	CHEMBL1389433	19	True
CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(-c3ccc(OC)cc3)c2n1	chembl_parent	CHEMBL1605510	20	True
CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(-c3ccccc3)c2n1	chembl_parent	CHEMBL1317748	24	True
CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(C)c2n1	chembl_parent	CHEMBL1593158	20	True
CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(C3CC3)c2n1	chembl_parent	CHEMBL1523900	16	True
CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(CCC#N)c2n1	chembl_parent	CHEMBL1315129	22	True
CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(CCOC)c2n1	chembl_parent	CHEMBL1450805	21	True
CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(CCc3ccccc3)c2n1	chembl_parent	CHEMBL1316463	33	False
CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(C[C@H]3CCCO3)c2n1	chembl_parent	CHEMBL1517999	15	True
CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(Cc3ccc(F)cc3)c2n1	chembl_parent	CHEMBL1394477	15	True
CCNc1ncc2nc(-c3cc(F)cc(F)c3)c(=O)n(Cc3cccs3)c2n1	chembl_parent	CHEMBL1319312	19	True
CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(-c3ccc(OC)cc3)c2n1	chembl_parent	CHEMBL1553218	22	True
CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(-c3ccccc3)c2n1	chembl_parent	CHEMBL1318083	21	True
CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(C)c2n1	chembl_parent	CHEMBL1495694	16	True
CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(C3CC3)c2n1	chembl_parent	CHEMBL1376954	19	True
CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(CCC#N)c2n1	chembl_parent	CHEMBL1397724	15	True
CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(C[C@H]3CCCO3)c2n1	chembl_parent	CHEMBL1552839	16	True
CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(Cc3ccc(F)cc3)c2n1	chembl_parent	CHEMBL1434308	22	True
CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(Cc3cccc(OC)c3)c2n1	chembl_parent	CHEMBL1401031	17	True
CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(Cc3cccs3)c2n1	chembl_parent	CHEMBL1553766	24	True
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(-c3ccc(OC)cc3)c2n1	chembl_parent	CHEMBL1590321	21	True
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(-c3ccccc3)c2n1	chembl_parent	CHEMBL1595142	23	True
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(C)c2n1	chembl_parent	CHEMBL1553825	22	True
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCC#N)c2n1	chembl_parent	CHEMBL1317306	21	True
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCOC)c2n1	chembl_parent	CHEMBL1515374	15	True
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCc3ccccc3)c2n1	chembl_parent	CHEMBL1591600	25	False
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(C[C@H]3CCCO3)c2n1	chembl_parent	CHEMBL1354901	15	True
CCNc1ncc2nc(-c3ccc(F)cc3)c(=O)n(Cc3ccc(F)cc3)c2n1	chembl_parent	CHEMBL1435994	17	True
CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(-c3ccc(OC)cc3)c2n1	chembl_parent	CHEMBL1445473	23	True
CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(C)c2n1	chembl_parent	CHEMBL1512027	23	True
CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(CCC#N)c2n1	chembl_parent	CHEMBL1316491	18	True
CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(CCOC)c2n1	chembl_parent	CHEMBL1515253	18	True
CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(CCc3ccccc3)c2n1	chembl_parent	CHEMBL1396310	21	True
CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(C[C@H]3CCCO3)c2n1	chembl_parent	CHEMBL1324529	21	True
CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(Cc3ccc(F)cc3)c2n1	chembl_parent	CHEMBL1435259	19	True
CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(Cc3cccc(OC)c3)c2n1	chembl_parent	CHEMBL1377706	23	True
CCNc1ncc2nc(-c3ccc(OC)cc3)c(=O)n(Cc3cccs3)c2n1	chembl_parent	CHEMBL1516163	22	True
CCNc1ncc2nc(-c3cccc(C#N)c3)c(=O)n(C)c2n1	chembl_parent	CHEMBL1554763	26	False
CCNc1ncc2nc(-c3cccc(C#N)c3)c(=O)n(CCC#N)c2n1	chembl_parent	CHEMBL1592804	22	True
CCNc1ncc2nc(-c3cccc(C#N)c3)c(=O)n(Cc3cccc(OC)c3)c2n1	chembl_parent	CHEMBL1453911	14	True
CCNc1ncc2nc(-c3ccccc3)c(=O)n(-c3ccc(OC)cc3)c2n1	chembl_parent	CHEMBL1394118	26	False
CCNc1ncc2nc(-c3ccccc3)c(=O)n(C)c2n1	chembl_parent	CHEMBL1472705	24	True
CCNc1ncc2nc(-c3ccccc3)c(=O)n(C3CC3)c2n1	chembl_parent	CHEMBL1514280	21	True
CCNc1ncc2nc(-c3ccccc3)c(=O)n(CCC#N)c2n1	chembl_parent	CHEMBL1592966	22	True
CCNc1ncc2nc(-c3ccccc3)c(=O)n(CCOC)c2n1	chembl_parent	CHEMBL1395974	26	False
CCNc1ncc2nc(-c3ccccc3)c(=O)n(CCc3ccccc3)c2n1	chembl_parent	CHEMBL1474471	24	True
CCNc1ncc2nc(-c3ccccc3)c(=O)n(C[C@H]3CCCO3)c2n1	chembl_parent	CHEMBL1523314	21	True
CCNc1ncc2nc(-c3ccccc3)c(=O)n(Cc3ccc(F)cc3)c2n1	chembl_parent	CHEMBL1593545	28	False
CCNc1ncc2nc(-c3ccccc3)c(=O)n(Cc3cccc(OC)c3)c2n1	chembl_parent	CHEMBL1602568	23	True
CCNc1ncc2nc(-c3ccccc3)c(=O)n(Cc3cccs3)c2n1	chembl_parent	CHEMBL1358252	20	True
CCNc1ncc2nc(-c3cccs3)c(=O)n(-c3ccc(OC)cc3)c2n1	chembl_parent	CHEMBL1475686	20	True
CCNc1ncc2nc(-c3cccs3)c(=O)n(-c3ccccc3)c2n1	chembl_parent	CHEMBL1437747	29	False
CCNc1ncc2nc(-c3cccs3)c(=O)n(C)c2n1	chembl_parent	CHEMBL1316796	22	True
CCNc1ncc2nc(-c3cccs3)c(=O)n(CCC#N)c2n1	chembl_parent	CHEMBL1611646	25	False
CCNc1ncc2nc(-c3cccs3)c(=O)n(CCc3ccccc3)c2n1	chembl_parent	CHEMBL1395431	31	False
CCNc1ncc2nc(-c3cccs3)c(=O)n(C[C@H]3CCCO3)c2n1	chembl_parent	CHEMBL1482759	26	False
CCNc1ncc2nc(-c3cccs3)c(=O)n(Cc3ccc(F)cc3)c2n1	chembl_parent	CHEMBL1558135	27	False
CCNc1ncc2nc(-c3cccs3)c(=O)n(Cc3cccc(OC)c3)c2n1	chembl_parent	CHEMBL1375046	23	True
CCNc1ncc2nc(-c3cccs3)c(=O)n(Cc3cccs3)c2n1	chembl_parent	CHEMBL1437176	22	True
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(-c3ccc(OC)cc3)c2n1	chembl_parent	CHEMBL1593375	22	True
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(-c3ccccc3)c2n1	chembl_parent	CHEMBL1533214	21	True
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(C)c2n1	chembl_parent	CHEMBL1336793	21	True
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(CCC#N)c2n1	chembl_parent	CHEMBL1376290	16	True
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(C[C@H]3CCCO3)c2n1	chembl_parent	CHEMBL1317302	17	True
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(Cc3ccc(F)cc3)c2n1	chembl_parent	CHEMBL1592452	19	True
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(Cc3cccc(OC)c3)c2n1	chembl_parent	CHEMBL1369824	18	True
CCNc1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(Cc3cccs3)c2n1	chembl_parent	CHEMBL1435028	18	True
CCNc1ncc2nc(C)c(=O)n(C)c2n1	chembl_parent	CHEMBL1319506	20	True
CCNc1ncc2nc(C)c(=O)n(C3CC3)c2n1	chembl_parent	CHEMBL1604045	15	True
CCNc1ncc2nc(C)c(=O)n(CCC#N)c2n1	chembl_parent	CHEMBL1485219	19	True
CCNc1ncc2nc(C)c(=O)n(CCOC)c2n1	chembl_parent	CHEMBL1435520	19	True
CCNc1ncc2nc(C)c(=O)n(CCc3ccccc3)c2n1	chembl_parent	CHEMBL1316353	18	True
CCNc1ncc2nc(C)c(=O)n(C[C@H]3CCCO3)c2n1	chembl_parent	CHEMBL1551618	21	True
CCNc1ncc2nc(C)c(=O)n(Cc3ccc(F)cc3)c2n1	chembl_parent	CHEMBL1474410	14	True
CCNc1ncc2nc(C)c(=O)n(Cc3cccc(OC)c3)c2n1	chembl_parent	CHEMBL1552150	18	True
CCNc1ncc2nc(C)c(=O)n(Cc3cccs3)c2n1	chembl_parent	CHEMBL1436179	16	True
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(-c3ccc(OC)cc3)c2n1	chembl_parent	CHEMBL1593663	18	True
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(-c3ccccc3)c2n1	chembl_parent	CHEMBL1600620	27	False
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(C)c2n1	chembl_parent	CHEMBL1370480	29	False
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(C3CC3)c2n1	chembl_parent	CHEMBL1591635	21	True
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(CCC#N)c2n1	chembl_parent	CHEMBL1590270	28	False
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(CCOC)c2n1	chembl_parent	CHEMBL1594020	18	True
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(C[C@H]3CCCO3)c2n1	chembl_parent	CHEMBL1405546	19	True
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(Cc3ccc(F)cc3)c2n1	chembl_parent	CHEMBL1373259	21	True
CCNc1ncc2nc(CCc3ccccc3)c(=O)n(Cc3cccc(OC)c3)c2n1	chembl_parent	CHEMBL1592964	11	True
CCNc1ncc2ncc(=O)n(C)c2n1	chembl_parent	CHEMBL1416829	19	True
CCNc1ncc2ncc(=O)n(C3CC3)c2n1	chembl_parent	CHEMBL1491332	19	True
CCNc1ncc2ncc(=O)n(CCOC)c2n1	chembl_parent	CHEMBL1394520	23	True
CCNc1ncc2ncc(=O)n(CCc3ccccc3)c2n1	chembl_parent	CHEMBL1572173	23	True
CCNc1ncc2ncc(=O)n(C[C@H]3CCCO3)c2n1	chembl_parent	CHEMBL1407953	20	True
CCNc1ncc2ncc(=O)n(Cc3ccc(F)cc3)c2n1	chembl_parent	CHEMBL1512023	32	False
CCNc1ncc2ncc(=O)n(Cc3cccc(OC)c3)c2n1	chembl_parent	CHEMBL1455570	27	False
CCNc1ncc2ncc(=O)n(Cc3cccs3)c2n1	chembl_parent	CHEMBL1478772	21	True
CCNc1nnc(-c2ccncc2)s1	chembl_parent	CHEMBL1399291	16	True
CCNc1oc(-c2cccc3ccccc23)nc1C#N	chembl_parent	CHEMBL1571456	36	False
CCO	chembl_parent	CHEMBL545	2764	False
CCO/C(C)=N/n1c2nc3ccccc3nc2c2c(=O)n(CC(C)C)c(C)nc21	chembl_parent	CHEMBL3209385	12	True
CCO/C([O-])=N/c1c[n+](N2CCOCC2)no1	chembl_parent	CHEMBL1329455	140	False
CCO/C=C1\N=C(c2ccccc2)OC1=O	chembl_parent	CHEMBL3188911	0	True
CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)([O-])[O-])n1	chembl_parent	CHEMBL501122	957	False
CCOC(=N)CC(=O)OCC	chembl_parent	CHEMBL3301738	0	True
CCOC(=O)/C(C#N)=C1/C=CN(C)C=N1	chembl_parent	CHEMBL1464048	13	True
CCOC(=O)/C(C#N)=C1/SC(CC)C(=O)N1c1ccc(Br)cc1	chembl_parent	CHEMBL1425063	12	True
CCOC(=O)/C(C#N)=C\N(C)C	chembl_parent	CHEMBL1708492	8	True
CCOC(=O)/C(C#N)=C\c1ccc(OCC(=O)Nc2ccc(C)cc2C)c(OC)c1	chembl_parent	CHEMBL1342661	15	True
CCOC(=O)/C(C(N)=NCCCO)=C(\O)OCC	chembl_parent	CHEMBL2369341	7	True
CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C	chembl_parent	CHEMBL464	148	False
CCOC(=O)/C=C(C)/C=C/C[C@@H](C)CCCC(C)C	chembl_parent	CHEMBL3184228	0	True
CCOC(=O)/C=C/C(=O)OCC	chembl_parent	CHEMBL3187857	22	True
CCOC(=O)/C=C/c1ccc([N+](=O)[O-])o1	chembl_parent	CHEMBL1630886	4	True
CCOC(=O)/C=C1\SCC(=O)N1CC(=O)Nc1ccc2c(c1)CCC2	chembl_parent	CHEMBL1384608	16	True
CCOC(=O)/C=C\C(=O)OCC	chembl_parent	CHEMBL2037000	750	False
CCOC(=O)C(=Cc1ccc(-c2ccsc2C(=O)OC)o1)C(=O)OCC	chembl_parent	CHEMBL1556022	33	False
CCOC(=O)C(=Cc1ccc(F)cc1)C(=O)OCC	chembl_parent	CHEMBL1448533	22	True
CCOC(=O)C(=O)CCc1ccccc1	chembl_parent	CHEMBL3183364	6	True
CCOC(=O)C(=O)NCc1ccc(/C=C2\C(=O)C(C(=O)OC)=C(C)N2c2ccc(F)cc2)o1	chembl_parent	CHEMBL1536243	19	True
CCOC(=O)C(=O)NCc1ccc(/C=C2\C(=O)C(C(=O)OC)=C(C)N2c2ccccc2)o1	chembl_parent	CHEMBL1481963	17	True
CCOC(=O)C(=O)OCC	chembl_parent	CHEMBL3183226	0	True
CCOC(=O)C(=O)c1csc(NC=O)n1	chembl_parent	CHEMBL3561164	6	True
CCOC(=O)C(Br)c1ccccc1	chembl_parent	CHEMBL3187649	0	True
CCOC(=O)C(C#N)=C(c1ccccc1)c1ccccc1	chembl_parent	CHEMBL1889451	12	True
CCOC(=O)C(C(=O)N(C)C)c1ncc(C(F)(F)F)cc1Cl	chembl_parent	CHEMBL1577019	8	True
CCOC(=O)C(C(=O)NCc1ccc(C)cc1)c1ncc(C(F)(F)F)cc1Cl	chembl_parent	CHEMBL1307577	14	True
CCOC(=O)C(C)(C)C	chembl_parent	CHEMBL31767	1	True
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1	chembl_parent	CHEMBL565	3351	False
CCOC(=O)C(C)(C)[C@H](O)C(C)C	chembl_parent	CHEMBL1531025	6	True
CCOC(=O)C(C)(N)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1	chembl_parent	CHEMBL2104225	0	True
CCOC(=O)C(C)=O	chembl_parent	CHEMBL173373	2	True
CCOC(=O)C(C)C(C)=O	chembl_parent	CHEMBL31596	17	True
CCOC(=O)C(C)CC(C)C(=O)N1CCOCCN(C(=O)C(C)CC(C)C(=O)OCC)CCOCC1	chembl_parent	CHEMBL1338430	14	True
CCOC(=O)C(C)O	chembl_parent	CHEMBL3186323	0	True
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]	chembl_parent	CHEMBL1243178	10	True
CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1	chembl_parent	CHEMBL444825	43	False
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1	chembl_parent	CHEMBL37932	21	True
CCOC(=O)C(C)Sc1ncc(OC)c(Sc2ccc(Cl)cc2)n1	chembl_parent	CHEMBL1350756	17	True
CCOC(=O)C(C)Sc1nnc(CNC(=O)c2ccc(OC)cc2)n1C1CCCCC1	chembl_parent	CHEMBL1306798	10	True
CCOC(=O)C(C)n1cnc2c(oc3ccccc32)c1=O	chembl_parent	CHEMBL1425423	11	True
CCOC(=O)C(CC)(CC)C(=O)/C=C/c1ccc(Br)cc1	chembl_parent	CHEMBL1331419	32	False
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N(CC(=O)O)C1Cc2ccccc2C1	chembl_parent	CHEMBL4745683	2	True
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21	chembl_parent	CHEMBL24223	61	False
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2ccccc2CC1C(=O)O	chembl_parent	CHEMBL23389	63	False
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O	chembl_parent	CHEMBL1604571	118	False
CCOC(=O)C(Cl)C(C)=O	chembl_parent	CHEMBL3186400	0	True
CCOC(=O)C(Cl)Cc1cc(-n2nc(C)n(C(F)F)c2=O)c(F)cc1Cl	chembl_parent	CHEMBL2145069	7	True
CCOC(=O)C(F)(F)F	chembl_parent	CHEMBL3185188	0	True
CCOC(=O)C(N)CS	chembl_parent	CHEMBL3559783	2	True
CCOC(=O)C(NC(=O)CC)(Nc1sc2c(c1C(=O)OC)CCN(C)C2)C(F)(F)F	chembl_parent	CHEMBL1602211	13	True
CCOC(=O)C(NC(C)=O)C(=O)O	chembl_parent	CHEMBL1741370	8	True
CCOC(=O)C(NC(C)=O)C(OC(C)=O)c1cccc(N(CCO)CCO)c1	chembl_parent	CHEMBL1741994	10	True
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1	chembl_parent	CHEMBL539904	1	True
CCOC(=O)C(O)c1ccccc1	chembl_parent	CHEMBL165662	5	True
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1	chembl_parent	CHEMBL1476858	12	True
CCOC(=O)C(Sc1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CCCC3)c1ccccc1	chembl_parent	CHEMBL1390135	11	True
CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O	chembl_parent	CHEMBL2106261	41	False
CCOC(=O)C1(C(=O)O)NC(=O)CC1c1ccccc1	chembl_parent	CHEMBL1526163	10	True
CCOC(=O)C1(N(CC)CC)Sc2cc(C)ccc2NC1=O	chembl_parent	CHEMBL1403311	39	False
CCOC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CCN(Cc2ccc(Cl)cc2)CC1	chembl_parent	CHEMBL1503678	20	True
CCOC(=O)C1(S(=O)(=O)c2ccccc2)CCN(Cc2ccccc2)CC1	chembl_parent	CHEMBL1461462	11	True
CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1	chembl_parent	CHEMBL1182665	0	True
CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C	chembl_parent	CHEMBL2220384	16	True
CCOC(=O)C1(c2ccccc2)CCN(C)CC1	chembl_parent	CHEMBL607	185	False
CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1	chembl_parent	CHEMBL1201294	15	True
CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1	chembl_parent	CHEMBL2105385	21	True
CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1	chembl_parent	CHEMBL2110995	2	True
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1	chembl_parent	CHEMBL1201347	10	True
CCOC(=O)C1(c2ccccc2)CC[NH+](C)CC1	chembl_parent	CHEMBL607	185	False
