smiles,pka__acid_site_pka_max,pka__acid_site_pka_mean,pka__acid_site_pka_min,pka__acid_site_pka_range,pka__acid_site_pka_rank_1,pka__acid_site_pka_rank_10,pka__acid_site_pka_rank_11,pka__acid_site_pka_rank_12,pka__acid_site_pka_rank_13,pka__acid_site_pka_rank_14,pka__acid_site_pka_rank_15,pka__acid_site_pka_rank_16,pka__acid_site_pka_rank_17,pka__acid_site_pka_rank_18,pka__acid_site_pka_rank_19,pka__acid_site_pka_rank_2,pka__acid_site_pka_rank_20,pka__acid_site_pka_rank_21,pka__acid_site_pka_rank_22,pka__acid_site_pka_rank_23,pka__acid_site_pka_rank_24,pka__acid_site_pka_rank_25,pka__acid_site_pka_rank_3,pka__acid_site_pka_rank_4,pka__acid_site_pka_rank_5,pka__acid_site_pka_rank_6,pka__acid_site_pka_rank_7,pka__acid_site_pka_rank_8,pka__acid_site_pka_rank_9,pka__acid_site_pka_std,pka__acid_site_pka_sum,pka__base_site_pka_max,pka__base_site_pka_mean,pka__base_site_pka_min,pka__base_site_pka_range,pka__base_site_pka_rank_1,pka__base_site_pka_rank_10,pka__base_site_pka_rank_11,pka__base_site_pka_rank_2,pka__base_site_pka_rank_3,pka__base_site_pka_rank_4,pka__base_site_pka_rank_5,pka__base_site_pka_rank_6,pka__base_site_pka_rank_7,pka__base_site_pka_rank_8,pka__base_site_pka_rank_9,pka__base_site_pka_std,pka__base_site_pka_sum,pka__fraction_neutral,pka__has_acidic_site,pka__has_basic_site,pka__is_amphoteric,pka__logd_estimate,pka__logd_ph,pka__logp_wildman_crippen,pka__most_acidic_pka,pka__most_basic_pka,pka__num_acidic_sites,pka__num_basic_sites,pka__num_ionizable_sites,pka__warning_amphoteric,pka__warning_count,pka__warning_fraction_neutral_clamped,pka__warning_fraction_neutral_tiny,pka__warning_multiple_acidic_sites,pka__warning_multiple_basic_sites,rdkit__ExactMolWt,rdkit__FractionCSP3,rdkit__HeavyAtomCount,rdkit__HeavyAtomMolWt,rdkit__LabuteASA,rdkit__MaxAbsPartialCharge,rdkit__MaxPartialCharge,rdkit__MinAbsPartialCharge,rdkit__MinPartialCharge,rdkit__MolLogP,rdkit__MolWt,rdkit__NHOHCount,rdkit__NOCount,rdkit__NumAliphaticCarbocycles,rdkit__NumAliphaticHeterocycles,rdkit__NumAliphaticRings,rdkit__NumAromaticCarbocycles,rdkit__NumAromaticHeterocycles,rdkit__NumAromaticRings,rdkit__NumHAcceptors,rdkit__NumHDonors,rdkit__NumHeteroatoms,rdkit__NumRotatableBonds,rdkit__NumSaturatedCarbocycles,rdkit__NumSaturatedHeterocycles,rdkit__NumSaturatedRings,rdkit__RingCount,rdkit__TPSA,rdkit__fr_Al_COO,rdkit__fr_Al_OH,rdkit__fr_Al_OH_noTert,rdkit__fr_ArN,rdkit__fr_Ar_COO,rdkit__fr_Ar_N,rdkit__fr_Ar_NH,rdkit__fr_Ar_OH,rdkit__fr_COO,rdkit__fr_COO2,rdkit__fr_C_O,rdkit__fr_C_O_noCOO,rdkit__fr_C_S,rdkit__fr_HOCCN,rdkit__fr_Imine,rdkit__fr_NH0,rdkit__fr_NH1,rdkit__fr_NH2,rdkit__fr_N_O,rdkit__fr_Ndealkylation1,rdkit__fr_Ndealkylation2,rdkit__fr_Nhpyrrole,rdkit__fr_SH,rdkit__fr_aldehyde,rdkit__fr_alkyl_carbamate,rdkit__fr_alkyl_halide,rdkit__fr_allylic_oxid,rdkit__fr_amide,rdkit__fr_amidine,rdkit__fr_aniline,rdkit__fr_aryl_methyl,rdkit__fr_azide,rdkit__fr_azo,rdkit__fr_barbitur,rdkit__fr_benzene,rdkit__fr_benzodiazepine,rdkit__fr_bicyclic,rdkit__fr_diazo,rdkit__fr_dihydropyridine,rdkit__fr_epoxide,rdkit__fr_ester,rdkit__fr_ether,rdkit__fr_furan,rdkit__fr_guanido,rdkit__fr_halogen,rdkit__fr_hdrzine,rdkit__fr_hdrzone,rdkit__fr_imidazole,rdkit__fr_imide,rdkit__fr_isocyan,rdkit__fr_isothiocyan,rdkit__fr_ketone,rdkit__fr_ketone_Topliss,rdkit__fr_lactam,rdkit__fr_lactone,rdkit__fr_methoxy,rdkit__fr_morpholine,rdkit__fr_nitrile,rdkit__fr_nitro,rdkit__fr_nitro_arom,rdkit__fr_nitro_arom_nonortho,rdkit__fr_nitroso,rdkit__fr_oxazole,rdkit__fr_oxime,rdkit__fr_para_hydroxylation,rdkit__fr_phenol,rdkit__fr_phenol_noOrthoHbond,rdkit__fr_phos_acid,rdkit__fr_phos_ester,rdkit__fr_piperdine,rdkit__fr_piperzine,rdkit__fr_priamide,rdkit__fr_prisulfonamd,rdkit__fr_pyridine,rdkit__fr_quatN,rdkit__fr_sulfide,rdkit__fr_sulfonamd,rdkit__fr_sulfone,rdkit__fr_term_acetylene,rdkit__fr_tetrazole,rdkit__fr_thiazole,rdkit__fr_thiocyan,rdkit__fr_thiophene,rdkit__fr_unbrch_alkane,rdkit__fr_urea,rdkit__qed
O=[N+]([O-])c1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0,0,0,4.4004,7.4,4.4004,,,0,0,0,0,0,0,0,0,0,292.048406736,0.0,22.0,284.18600000000004,122.76137303983776,0.2767533364601938,0.2767533364601938,0.258290362107446,-0.258290362107446,4.400400000000002,292.25000000000006,0.0,6.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,4.0,86.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3110414105679128
Cc1ccc2ccc3cccc4ccc1c2c34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0,0,0,4.8924,7.4,4.8924,,,0,0,0,0,0,0,0,0,0,216.093900384,0.0588235294117647,17.0,204.18699999999995,99.82036370923475,0.0610325863660082,-0.0024142957994938,0.0024142957994938,-0.0610325863660082,4.892420000000002,216.283,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3669189647352124
c1cc2ccc3cccc4ccc(c1)c2c34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0,0,0,4.584,7.4,4.584,,,0,0,0,0,0,0,0,0,0,202.07825032,0.0,16.0,192.176,93.45542159483816,0.0610325863809814,-0.0026808061111411,0.0026808061111411,-0.0610325863809814,4.584000000000002,202.256,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3658985689510571
Nc1cc2cccc3ccc4cccc1c4c32,13.69,13.69,13.69,0.0,13.69,,,,,,,,,,,13.69,,,,,,,,,,,,,,0.0,27.38,4.2504,4.2504,4.2504,0.0,4.2504,,,,,,,,,,,0.0,4.2504,0.9993,1,1,1,4.1659,7.4,4.1662,13.69,4.2504,2,1,3,1,2,0,0,1,0,217.089149352,0.0,17.0,206.183,98.79531229185086,0.3982075610359685,0.0399894255770679,0.0399894255770679,-0.3982075610359685,4.166200000000002,217.271,2.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,26.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3470341741319264
O=[N+]([O-])c1ccc2cc(O)c3cccc4ccc1c2c43,8.5475,8.5475,8.5475,0.0,8.5475,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.5475,,,,,,,,,,,,,,,,,0.0,0.9335,1,0,0,4.1679,7.4,4.1978,8.5475,,1,0,1,0,0,0,0,0,0,263.05824314800003,0.0,20.0,254.17999999999995,112.90263106953395,0.5072875960761937,0.2767533229875935,0.2767533229875935,-0.5072875960761937,4.197800000000001,263.252,1.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,63.370000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3178220983140644
CC(O)c1cc2ccc3cccc4ccc(c1)c2c34,13.7317,13.7317,13.7317,0.0,13.7317,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.7317,,,,,,,,,,,,,,,,,0.0,1.0,1,0,0,4.6373,7.4,4.6373,13.7317,,1,0,1,0,0,0,0,0,0,246.104465068,0.1111111111111111,19.0,232.19699999999995,110.9795395758274,0.3887114754033712,0.0761869211225393,0.0761869211225393,-0.3887114754033712,4.637300000000002,246.309,1.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,20.23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4850954519244569
ClCc1ccc2ccc3cccc4ccc1c2c34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0,0,0,5.3228,7.4,5.3228,,,0,0,0,0,0,0,0,0,0,250.054928032,0.0588235294117647,18.0,239.64,110.12362993611644,0.121527135815141,0.0479730960885678,0.0479730960885678,-0.121527135815141,5.322800000000004,250.728,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3166830051386209
O=S(=O)(O)c1ccc2ccc3cccc4ccc1c2c34,-0.0151,-0.0151,-0.0151,0.0,-0.0151,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-0.0151,,,,,,,,,,,,,,,,,0.0,0.0,1,0,0,-3.5844,7.4,3.8307,-0.0151,,1,0,1,0,1,0,1,0,0,282.03506518,0.0,20.0,272.23999999999995,115.08405760487878,0.2946353089953731,0.2946353089953731,0.2817750147389788,-0.2817750147389788,3.830700000000002,282.32000000000005,1.0,3.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,54.370000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4261854726821389
CC(=O)Oc1cc([N+](=O)[O-])c2ccc3cccc4ccc1c2c43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0,0,0,4.4175,7.4,4.4175,,,0,0,0,0,0,0,0,0,0,305.068807832,0.0555555555555555,23.0,294.201,130.11334887568182,0.4257931858757246,0.3075493466592929,0.3075493466592929,-0.4257931858757246,4.417500000000002,305.2890000000001,0.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,4.0,69.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1806555598913996
O=Nc1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,1.0,0,0,0,4.8901,7.4,4.8901,,,0,0,0,0,0,0,0,0,0,276.05349211600003,0.0,21.0,268.18699999999995,117.80312930156842,0.2767532886202159,0.2767532886202159,0.2582903621077244,-0.2582903621077244,4.890100000000003,276.25100000000003,0.0,5.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,4.0,72.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2262689047747014
O=[N+]([O-])c1cc(O)c2ccc3cccc4ccc1c2c34,7.8021,7.8021,7.8021,0.0,7.8021,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.8021,,,,,,,,,,,,,,,,,0.0,0.7162,1,0,0,4.0529,7.4,4.1978,7.8021,,1,0,1,0,0,0,0,0,0,263.05824314800003,0.0,20.0,254.17999999999995,112.90263106953395,0.5070429785465556,0.2804549677925995,0.2804549677925995,-0.5070429785465556,4.197800000000001,263.252,1.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,4.0,63.370000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3178220983140644
CC=C1CC(C)C(O)(CO)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23,12.2964,12.14325,11.9901,0.3063000000000002,11.9901,,,,,,,,,,,12.2964,,,,,,,,,,,,,,0.1531500000000001,24.2865,,,,,,,,,,,,,,,,,0.0,1.0,1,0,0,0.1778,7.4,0.1778,11.9901,,2,0,2,0,1,0,0,1,0,367.16310214,0.6666666666666666,26.0,342.1980000000001,151.4032470195817,0.6320298434109778,0.3406917538916964,0.3406917538916964,-0.6320298434109778,0.1777999999999997,367.39800000000014,2.0,8.0,0.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,8.0,1.0,0.0,2.0,2.0,3.0,116.12,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2231900257823571
Cc1cnc2c(C)c(C)c3c(nc(N)n3C)c2n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.4159,4.080259999999999,2.8237,2.5922,5.4159,,,5.2417,3.5223,3.3977,2.8237,,,,,1.0477621516355702,20.4013,0.9897,0,1,0,2.0195,7.4,2.024,,5.4159,0,5,5,0,1,0,0,0,1,241.13274548,0.3076923076923077,18.0,226.178,104.67246718801566,0.369202170334837,0.2005241863445448,0.2005241863445448,-0.369202170334837,2.02396,241.298,2.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,69.62,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6534106863674991
Cc1cnc2ccc3c(ncn3C)c2n1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.7311,2.7264500000000003,1.9114,1.8197,3.7311,,,3.1679,2.0954,1.9114,,,,,,0.7527832241090393,10.9058,0.9998,0,1,0,1.8248,7.4,1.8249,,3.7311,0,4,4,0,1,0,0,0,1,198.09054632,0.1818181818181818,15.0,188.149,86.60269226220973,0.3336602888661995,0.1167830145305075,0.1167830145305075,-0.3336602888661995,1.82492,198.229,0.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,43.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5531133866977563
Cc1nc2ccc3c(nc(N)n3C)c2nc1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.2141,3.94054,2.6284,2.5857,5.2141,,,5.1174,3.5732,3.1696,2.6284,,,,,1.0447921393272444,19.7027,0.9935,0,1,0,1.7127,7.4,1.7155,,5.2141,0,5,5,0,1,0,0,0,1,227.117095416,0.25,17.0,214.167,98.30752507361908,0.3692022772802846,0.2005164795113241,0.2005164795113241,-0.3692022772802846,1.7155399999999998,227.271,2.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,69.62,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6344439144723895
Cc1cnc2c(n1)c(C)c(C)c1c2nc(N)n1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.411,3.9874799999999992,2.7948,2.6162,5.411,,,5.2547,3.4858,2.9911,2.7948,,,,,1.122425697139904,19.9374,0.9898,0,1,0,2.0195,7.4,2.024,,5.411,0,5,5,0,1,0,0,0,1,241.13274548,0.3076923076923077,18.0,226.178,104.67246718801566,0.3692021703399517,0.2005241847484894,0.2005241847484894,-0.3692021703399517,2.02396,241.298,2.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,69.62,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6534106863674991
Cc1cc2c(nc(N)n2C)c2nccnc12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.1756,3.70912,2.252,2.9236000000000004,5.1756,,,4.914,3.4904,2.7136,2.252,,,,,1.1631334066219576,18.5456,0.9941,0,1,0,1.4045,7.4,1.4071,,5.1756,0,5,5,0,1,0,0,0,1,213.101445352,0.1818181818181818,16.0,202.156,91.94258295922243,0.3692022764548747,0.2005166038983653,0.2005166038983653,-0.3692022764548747,1.4071199999999997,213.24400000000003,2.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,3.0,69.62,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6125617576025737
