smiles,rdkit__qed,rdkit__MolWt,rdkit__HeavyAtomMolWt,rdkit__ExactMolWt,rdkit__MaxPartialCharge,rdkit__MinPartialCharge,rdkit__MaxAbsPartialCharge,rdkit__MinAbsPartialCharge,rdkit__LabuteASA,rdkit__TPSA,rdkit__FractionCSP3,rdkit__HeavyAtomCount,rdkit__NHOHCount,rdkit__NOCount,rdkit__NumAliphaticCarbocycles,rdkit__NumAliphaticHeterocycles,rdkit__NumAliphaticRings,rdkit__NumAromaticCarbocycles,rdkit__NumAromaticHeterocycles,rdkit__NumAromaticRings,rdkit__NumHAcceptors,rdkit__NumHDonors,rdkit__NumHeteroatoms,rdkit__NumRotatableBonds,rdkit__NumSaturatedCarbocycles,rdkit__NumSaturatedHeterocycles,rdkit__NumSaturatedRings,rdkit__RingCount,rdkit__MolLogP,rdkit__fr_Al_COO,rdkit__fr_Al_OH,rdkit__fr_Al_OH_noTert,rdkit__fr_ArN,rdkit__fr_Ar_COO,rdkit__fr_Ar_N,rdkit__fr_Ar_NH,rdkit__fr_Ar_OH,rdkit__fr_COO,rdkit__fr_COO2,rdkit__fr_C_O,rdkit__fr_C_O_noCOO,rdkit__fr_C_S,rdkit__fr_HOCCN,rdkit__fr_Imine,rdkit__fr_NH0,rdkit__fr_NH1,rdkit__fr_NH2,rdkit__fr_N_O,rdkit__fr_Ndealkylation1,rdkit__fr_Ndealkylation2,rdkit__fr_Nhpyrrole,rdkit__fr_SH,rdkit__fr_aldehyde,rdkit__fr_alkyl_carbamate,rdkit__fr_alkyl_halide,rdkit__fr_allylic_oxid,rdkit__fr_amide,rdkit__fr_amidine,rdkit__fr_aniline,rdkit__fr_aryl_methyl,rdkit__fr_azide,rdkit__fr_azo,rdkit__fr_barbitur,rdkit__fr_benzene,rdkit__fr_benzodiazepine,rdkit__fr_bicyclic,rdkit__fr_diazo,rdkit__fr_dihydropyridine,rdkit__fr_epoxide,rdkit__fr_ester,rdkit__fr_ether,rdkit__fr_furan,rdkit__fr_guanido,rdkit__fr_halogen,rdkit__fr_hdrzine,rdkit__fr_hdrzone,rdkit__fr_imidazole,rdkit__fr_imide,rdkit__fr_isocyan,rdkit__fr_isothiocyan,rdkit__fr_ketone,rdkit__fr_ketone_Topliss,rdkit__fr_lactam,rdkit__fr_lactone,rdkit__fr_methoxy,rdkit__fr_morpholine,rdkit__fr_nitrile,rdkit__fr_nitro,rdkit__fr_nitro_arom,rdkit__fr_nitro_arom_nonortho,rdkit__fr_nitroso,rdkit__fr_oxazole,rdkit__fr_oxime,rdkit__fr_para_hydroxylation,rdkit__fr_phenol,rdkit__fr_phenol_noOrthoHbond,rdkit__fr_phos_acid,rdkit__fr_phos_ester,rdkit__fr_piperdine,rdkit__fr_piperzine,rdkit__fr_priamide,rdkit__fr_prisulfonamd,rdkit__fr_pyridine,rdkit__fr_quatN,rdkit__fr_sulfide,rdkit__fr_sulfonamd,rdkit__fr_sulfone,rdkit__fr_term_acetylene,rdkit__fr_tetrazole,rdkit__fr_thiazole,rdkit__fr_thiocyan,rdkit__fr_thiophene,rdkit__fr_unbrch_alkane,rdkit__fr_urea,pka__num_basic_sites,pka__num_acidic_sites,pka__num_ionizable_sites,pka__has_basic_site,pka__has_acidic_site,pka__is_amphoteric,pka__most_basic_pka,pka__most_acidic_pka,pka__logd_ph,pka__logp_wildman_crippen,pka__logd_estimate,pka__fraction_neutral,pka__base_site_pka_min,pka__base_site_pka_max,pka__base_site_pka_mean,pka__base_site_pka_std,pka__base_site_pka_sum,pka__base_site_pka_range,pka__acid_site_pka_min,pka__acid_site_pka_max,pka__acid_site_pka_mean,pka__acid_site_pka_std,pka__acid_site_pka_sum,pka__acid_site_pka_range,pka__warning_count,pka__warning_multiple_basic_sites,pka__warning_multiple_acidic_sites,pka__warning_amphoteric,pka__warning_fraction_neutral_clamped,pka__warning_fraction_neutral_tiny,pka__base_site_pka_rank_1,pka__base_site_pka_rank_2,pka__base_site_pka_rank_3,pka__base_site_pka_rank_4,pka__base_site_pka_rank_5,pka__base_site_pka_rank_6,pka__base_site_pka_rank_7,pka__acid_site_pka_rank_1,pka__acid_site_pka_rank_2,pka__acid_site_pka_rank_3,pka__acid_site_pka_rank_4,pka__acid_site_pka_rank_5,pka__acid_site_pka_rank_6,pka__acid_site_pka_rank_7,pka__acid_site_pka_rank_8,pka__acid_site_pka_rank_9,pka__acid_site_pka_rank_10,pka__acid_site_pka_rank_11,pka__acid_site_pka_rank_12,pka__acid_site_pka_rank_13,pka__acid_site_pka_rank_14,pka__acid_site_pka_rank_15,pka__acid_site_pka_rank_16,pka__acid_site_pka_rank_17,pka__acid_site_pka_rank_18,pka__acid_site_pka_rank_19,pka__acid_site_pka_rank_20,pka__acid_site_pka_rank_21,pka__acid_site_pka_rank_22,pka__acid_site_pka_rank_23
CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.7630476683089962,408.8820000000001,390.7380000000001,408.071069336,0.2482080542503016,-0.3091112134065852,0.3091112134065852,0.2482080542503016,161.94813924050982,66.81,0.2631578947368421,27.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,8.0,5.0,0.0,0.0,0.0,3.0,3.097800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,3.9152,,7.4,3.0978,3.0977,0.9997,3.9152,3.9152,3.9152,0.0,3.9152,0.0,,,,,0.0,,0,0,0,0,0,0,3.9152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,0.8140970679577942,371.8240000000001,353.68000000000006,371.103669116,0.4111752742968823,-0.4136501716476427,0.4136501716476427,0.4111752742968823,156.192106455551,62.21000000000001,0.2105263157894736,26.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,3.178100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,3.8974,,7.4,3.1781,3.178,0.9997,3.8974,3.8974,3.8974,0.0,3.8974,0.0,,,,,0.0,,0,0,0,0,0,0,3.8974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.7953754116327587,302.73600000000005,290.64000000000004,302.062218904,0.2479172978173799,-0.313199903663191,0.313199903663191,0.2479172978173799,126.22791451553336,32.67,0.125,21.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,3.292900000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,4.039,,7.4,3.2929,3.2927,0.9996,4.039,4.039,4.039,0.0,4.039,0.0,,,,,0.0,,0,0,0,0,0,0,4.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,0.847697894583369,321.163,311.083,320.01193292,0.2757135689079535,-0.3641320778230255,0.3641320778230255,0.2757135689079535,130.58496549069287,61.69,0.0666666666666666,21.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,6.0,1.0,0.0,0.0,0.0,3.0,3.101300000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4,1,1,1,4.8877,10.9836,7.4,3.1013,3.0999,0.9967,2.4494,4.8877,3.66855,1.21915,7.337099999999999,2.4383,10.9836,11.0774,11.0305,0.0469000000000008,22.061,0.0938000000000016,3,1,1,1,0,0,4.8877,2.4494,,,,,,10.9836,11.0774,,,,,,,,,,,,,,,,,,,,,
C#CCN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.7844421215880344,308.7680000000001,295.66400000000004,308.07164071600005,0.2490307831611117,-0.2985010029991916,0.2985010029991916,0.2490307831611117,133.79148873325963,32.67,0.1111111111111111,22.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,3.1572000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,3.8363,,7.4,3.1572,3.1571,0.9997,3.8363,3.8363,3.8363,0.0,3.8363,0.0,,,,,0.0,,0,0,0,0,0,0,3.8363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,0.682474275950086,315.716,305.636,315.04106886,0.2697570973628335,-0.3238334258325958,0.3238334258325958,0.2697570973628335,130.14044123411497,84.6,0.0666666666666666,22.0,1.0,6.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,7.0,2.0,0.0,0.0,0.0,3.0,3.037700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,3.7772,11.3566,7.4,3.0377,3.0375,0.9997,1.6763,3.7772,2.72675,1.05045,5.4535,2.1009,11.3566,11.3566,11.3566,0.0,11.3566,0.0,2,1,0,1,0,0,3.7772,1.6763,,,,,,11.3566,,,,,,,,,,,,,,,,,,,,,,
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,0.8705347056850516,335.1900000000001,323.09400000000005,334.027582984,0.2780564697514306,-0.3641262767234363,0.3641262767234363,0.2780564697514306,137.1598790916848,52.900000000000006,0.125,22.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,3.0,3.1256000000000013,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,1,1,5.0048,11.5698,7.4,3.1256,3.1238,0.9959,5.0048,5.0048,5.0048,0.0,5.0048,0.0,11.5698,11.5698,11.5698,0.0,11.5698,0.0,1,0,0,1,0,0,5.0048,,,,,,,11.5698,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,0.8010325134858473,352.743,340.647,352.059025344,0.4059511591754597,-0.3010048746368911,0.4059511591754597,0.3010048746368911,140.92392743578242,32.67,0.1764705882352941,24.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,4.086300000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,3.7469,,7.4,4.0863,4.0862,0.9998,3.7469,3.7469,3.7469,0.0,3.7469,0.0,,,,,0.0,,0,0,0,0,0,0,3.7469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C[C@@H]1N=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2NC1=O,0.6762936072282916,329.743,317.64700000000005,329.056718924,0.2697570992106126,-0.3235917310561803,0.3235917310561803,0.2697570992106126,136.5053833485116,84.6,0.125,23.0,1.0,6.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,7.0,2.0,0.0,0.0,0.0,3.0,3.4262000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,3.6633,11.1745,7.4,3.4262,3.426,0.9996,1.9842,3.6633,2.82375,0.83955,5.6475,1.6791,11.1745,11.1745,11.1745,0.0,11.1745,0.0,2,1,0,1,0,0,3.6633,1.9842,,,,,,11.1745,,,,,,,,,,,,,,,,,,,,,,
N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,0.9171302539996772,357.772,344.66800000000006,357.068032556,0.2783490198417838,-0.3641261252387324,0.3641261252387324,0.2783490198417838,148.14461217799132,76.69,0.1666666666666666,25.0,1.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,7.0,3.0,0.0,0.0,0.0,3.0,2.8951800000000008,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,2,1,1,1,4.9187,11.5411,7.4,2.8952,2.8937,0.9966,4.9187,4.9187,4.9187,0.0,4.9187,0.0,11.5411,11.5411,11.5411,0.0,11.5411,0.0,1,0,0,1,0,0,4.9187,,,,,,,11.5411,,,,,,,,,,,,,,,,,,,,,,
CC(C)(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,0.8108490011106947,370.83600000000007,351.6840000000001,370.108420148,0.3131482814154594,-0.4295204846308187,0.4295204846308187,0.3131482814154594,156.58724341314888,67.75999999999999,0.25,26.0,1.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,6.0,2.0,0.0,0.0,0.0,3.0,4.044900000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,3.6241,10.3479,7.4,4.0449,4.0443,0.9987,1.6394,3.6241,2.63175,0.99235,5.2635,1.9847,10.3479,10.3479,10.3479,0.0,10.3479,0.0,2,1,0,1,0,0,3.6241,1.6394,,,,,,10.3479,,,,,,,,,,,,,,,,,,,,,,
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.79164533623487,284.74600000000004,271.642,284.07164071600005,0.2479172797428263,-0.3131999184294176,0.3131999184294176,0.2479172797428263,122.06237911260712,32.67,0.125,20.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,3.153800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,4.2019,,7.4,3.1538,3.1535,0.9994,4.2019,4.2019,4.2019,0.0,4.2019,0.0,,,,,0.0,,0,0,0,0,0,0,4.2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,0.6771088741597445,281.271,270.183,281.080041212,0.2697570900400641,-0.3238334332450522,0.3238334332450522,0.2697570900400641,119.83717500723333,84.6,0.0666666666666666,21.0,1.0,6.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,6.0,2.0,0.0,0.0,0.0,3.0,2.3843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,3.8553,11.4132,7.4,2.3843,2.3841,0.9996,1.8941,3.8553,2.8747,0.9806,5.7494,1.9612000000000005,11.4132,11.4132,11.4132,0.0,11.4132,0.0,2,1,0,1,0,0,3.8553,1.8941,,,,,,11.4132,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,0.8498120203195162,270.71899999999994,259.631,270.05599065200005,0.2455701786288301,-0.323840327995549,0.323840327995549,0.2455701786288301,115.4874655116152,41.46,0.0666666666666666,19.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,3.0,3.129500000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,3,1,1,1,4.1979,12.0336,7.4,3.1295,3.1292,0.9993,2.4249,4.1979,3.3114,0.8864999999999998,6.6228,1.7729999999999997,12.0336,12.0336,12.0336,0.0,12.0336,0.0,2,1,0,1,0,0,4.1979,2.4249,,,,,,12.0336,,,,,,,,,,,,,,,,,,,,,,
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,0.6313255490777444,313.28800000000007,301.19200000000006,313.086269464,0.2697573412728462,-0.3131930067502914,0.3131930067502914,0.2697573412728462,130.5776240111515,75.81,0.125,23.0,0.0,6.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,7.0,2.0,0.0,0.0,0.0,3.0,2.5477000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,3.8212,,7.4,2.5477,2.5476,0.9997,3.8212,3.8212,3.8212,0.0,3.8212,0.0,,,,,0.0,,0,0,0,0,0,0,3.8212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(O)CO,0.8735534306072876,362.78800000000007,346.6600000000001,362.083348272,0.2482694974539369,-0.3936142417096831,0.3936142417096831,0.2482694974539369,148.5462662487186,73.13000000000001,0.2222222222222222,25.0,2.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,4.0,2.0,7.0,4.0,0.0,0.0,0.0,3.0,2.0163000000000006,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,3,1,1,1,4.0244,13.5459,7.4,2.0163,2.0161,0.9996,4.0244,4.0244,4.0244,0.0,4.0244,0.0,13.5459,13.6523,13.5991,0.0532000000000003,27.1982,0.1064000000000007,2,0,1,1,0,0,4.0244,,,,,,,13.5459,13.6523,,,,,,,,,,,,,,,,,,,,,
