smiles	valid_rdkit	canonical_smiles	inchi_key	inchi_key_connectivity	chembl_full_inchikey_match	chembl_connectivity_match	chembl_ids	rdkit_valid	rdkit_canonical_smiles	rdkit_inchi_key	rdkit_inchi_key_connectivity	rdkit_full_match	rdkit_connectivity_match	rdkit_chembl_ids	rdkit_error	chembl_standardized_valid	chembl_standardized_canonical_smiles	chembl_standardized_inchi_key	chembl_standardized_inchi_key_connectivity	chembl_standardized_full_match	chembl_standardized_connectivity_match	chembl_standardized_chembl_ids	chembl_standardized_error	chembl_parent_valid	chembl_parent_canonical_smiles	chembl_parent_inchi_key	chembl_parent_inchi_key_connectivity	chembl_parent_full_match	chembl_parent_connectivity_match	chembl_parent_chembl_ids	chembl_parent_error
CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1	True	CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1	CZVHCFKUXGRABC-UHFFFAOYSA-N	CZVHCFKUXGRABC	True	True	CHEMBL1567221	True	CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1	CZVHCFKUXGRABC-UHFFFAOYSA-N	CZVHCFKUXGRABC	True	True	CHEMBL1567221		True	CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1	CZVHCFKUXGRABC-UHFFFAOYSA-N	CZVHCFKUXGRABC	True	True	CHEMBL1567221		True	CC(=O)Nc1ccc(-c2ccc(NC(C)=O)cc2)cc1	CZVHCFKUXGRABC-UHFFFAOYSA-N	CZVHCFKUXGRABC	True	True	CHEMBL1567221	
CC(=O)Nc1ccc(-c2ccccc2)cc1	True	CC(=O)Nc1ccc(-c2ccccc2)cc1	SVLDILRDQOVJED-UHFFFAOYSA-N	SVLDILRDQOVJED	True	True	CHEMBL300429	True	CC(=O)Nc1ccc(-c2ccccc2)cc1	SVLDILRDQOVJED-UHFFFAOYSA-N	SVLDILRDQOVJED	True	True	CHEMBL300429		True	CC(=O)Nc1ccc(-c2ccccc2)cc1	SVLDILRDQOVJED-UHFFFAOYSA-N	SVLDILRDQOVJED	True	True	CHEMBL300429		True	CC(=O)Nc1ccc(-c2ccccc2)cc1	SVLDILRDQOVJED-UHFFFAOYSA-N	SVLDILRDQOVJED	True	True	CHEMBL300429	
CC(=O)Nc1ccc(-c2ccccc2)s1	True	CC(=O)Nc1ccc(-c2ccccc2)s1	OSKPBKKQLNRUFG-UHFFFAOYSA-N	OSKPBKKQLNRUFG	True	True	CHEMBL1458077	True	CC(=O)Nc1ccc(-c2ccccc2)s1	OSKPBKKQLNRUFG-UHFFFAOYSA-N	OSKPBKKQLNRUFG	True	True	CHEMBL1458077		True	CC(=O)Nc1ccc(-c2ccccc2)s1	OSKPBKKQLNRUFG-UHFFFAOYSA-N	OSKPBKKQLNRUFG	True	True	CHEMBL1458077		True	CC(=O)Nc1ccc(-c2ccccc2)s1	OSKPBKKQLNRUFG-UHFFFAOYSA-N	OSKPBKKQLNRUFG	True	True	CHEMBL1458077	
CC(=O)Nc1ccc(-c2cn3cccnc3n2)cc1	True	CC(=O)Nc1ccc(-c2cn3cccnc3n2)cc1	NMDMYKMTJOZMEE-UHFFFAOYSA-N	NMDMYKMTJOZMEE	True	True	CHEMBL1320424	True	CC(=O)Nc1ccc(-c2cn3cccnc3n2)cc1	NMDMYKMTJOZMEE-UHFFFAOYSA-N	NMDMYKMTJOZMEE	True	True	CHEMBL1320424		True	CC(=O)Nc1ccc(-c2cn3cccnc3n2)cc1	NMDMYKMTJOZMEE-UHFFFAOYSA-N	NMDMYKMTJOZMEE	True	True	CHEMBL1320424		True	CC(=O)Nc1ccc(-c2cn3cccnc3n2)cc1	NMDMYKMTJOZMEE-UHFFFAOYSA-N	NMDMYKMTJOZMEE	True	True	CHEMBL1320424	
CC(=O)Nc1ccc(-c2csc(N)n2)cc1	True	CC(=O)Nc1ccc(-c2csc(N)n2)cc1	VBBNSESFUHRMJU-UHFFFAOYSA-N	VBBNSESFUHRMJU	False	False		True	CC(=O)Nc1ccc(-c2csc(N)n2)cc1	VBBNSESFUHRMJU-UHFFFAOYSA-N	VBBNSESFUHRMJU	False	False			True	CC(=O)Nc1ccc(-c2csc(N)n2)cc1	VBBNSESFUHRMJU-UHFFFAOYSA-N	VBBNSESFUHRMJU	False	False			True	CC(=O)Nc1ccc(-c2csc(N)n2)cc1	VBBNSESFUHRMJU-UHFFFAOYSA-N	VBBNSESFUHRMJU	False	False		
CC(=O)Nc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1	True	CC(=O)Nc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1	UEQMGBUOQIMFCR-UHFFFAOYSA-N	UEQMGBUOQIMFCR	True	True	CHEMBL1717694	True	CC(=O)Nc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1	UEQMGBUOQIMFCR-UHFFFAOYSA-N	UEQMGBUOQIMFCR	True	True	CHEMBL1717694		True	CC(=O)Nc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1	UEQMGBUOQIMFCR-UHFFFAOYSA-N	UEQMGBUOQIMFCR	True	True	CHEMBL1717694		True	CC(=O)Nc1ccc(-c2csc(N3CCC(C(N)=O)CC3)n2)cc1	UEQMGBUOQIMFCR-UHFFFAOYSA-N	UEQMGBUOQIMFCR	True	True	CHEMBL1717694	
CC(=O)Nc1ccc(-c2nc(N3CCN(CCc4ccccc4)CC3)c3c(n2)c(C#N)c2n3CCCC2)cc1	True	CC(=O)Nc1ccc(-c2nc(N3CCN(CCc4ccccc4)CC3)c3c(n2)c(C#N)c2n3CCCC2)cc1	IKKSYCBKUKNWIG-UHFFFAOYSA-N	IKKSYCBKUKNWIG	True	True	CHEMBL283835	True	CC(=O)Nc1ccc(-c2nc(N3CCN(CCc4ccccc4)CC3)c3c(n2)c(C#N)c2n3CCCC2)cc1	IKKSYCBKUKNWIG-UHFFFAOYSA-N	IKKSYCBKUKNWIG	True	True	CHEMBL283835		True	CC(=O)Nc1ccc(-c2nc(N3CCN(CCc4ccccc4)CC3)c3c(n2)c(C#N)c2n3CCCC2)cc1	IKKSYCBKUKNWIG-UHFFFAOYSA-N	IKKSYCBKUKNWIG	True	True	CHEMBL283835		True	CC(=O)Nc1ccc(-c2nc(N3CCN(CCc4ccccc4)CC3)c3c(n2)c(C#N)c2n3CCCC2)cc1	IKKSYCBKUKNWIG-UHFFFAOYSA-N	IKKSYCBKUKNWIG	True	True	CHEMBL283835	
CC(=O)Nc1ccc(-c2nnc(SCC(=O)c3ccc4c(c3)Cc3ccccc3-4)n2C)cc1	True	CC(=O)Nc1ccc(-c2nnc(SCC(=O)c3ccc4c(c3)Cc3ccccc3-4)n2C)cc1	IMFPSCTVAWAXGG-UHFFFAOYSA-N	IMFPSCTVAWAXGG	True	True	CHEMBL1572789	True	CC(=O)Nc1ccc(-c2nnc(SCC(=O)c3ccc4c(c3)Cc3ccccc3-4)n2C)cc1	IMFPSCTVAWAXGG-UHFFFAOYSA-N	IMFPSCTVAWAXGG	True	True	CHEMBL1572789		True	CC(=O)Nc1ccc(-c2nnc(SCC(=O)c3ccc4c(c3)Cc3ccccc3-4)n2C)cc1	IMFPSCTVAWAXGG-UHFFFAOYSA-N	IMFPSCTVAWAXGG	True	True	CHEMBL1572789		True	CC(=O)Nc1ccc(-c2nnc(SCC(=O)c3ccc4c(c3)Cc3ccccc3-4)n2C)cc1	IMFPSCTVAWAXGG-UHFFFAOYSA-N	IMFPSCTVAWAXGG	True	True	CHEMBL1572789	
CC(=O)Nc1ccc(/C=C/C(=O)c2ccccc2)cc1	True	CC(=O)Nc1ccc(/C=C/C(=O)c2ccccc2)cc1	MJYUMWOKEJNYEM-FMIVXFBMSA-N	MJYUMWOKEJNYEM	True	True	CHEMBL227881	True	CC(=O)Nc1ccc(/C=C/C(=O)c2ccccc2)cc1	MJYUMWOKEJNYEM-FMIVXFBMSA-N	MJYUMWOKEJNYEM	True	True	CHEMBL227881		True	CC(=O)Nc1ccc(/C=C/C(=O)c2ccccc2)cc1	MJYUMWOKEJNYEM-FMIVXFBMSA-N	MJYUMWOKEJNYEM	True	True	CHEMBL227881		True	CC(=O)Nc1ccc(/C=C/C(=O)c2ccccc2)cc1	MJYUMWOKEJNYEM-FMIVXFBMSA-N	MJYUMWOKEJNYEM	True	True	CHEMBL227881	
CC(=O)Nc1ccc(/C=C\c2ccccc2)cc1	True	CC(=O)Nc1ccc(/C=C\c2ccccc2)cc1	XWVCGVPSPHTRHE-FPLPWBNLSA-N	XWVCGVPSPHTRHE	False	True		True	CC(=O)Nc1ccc(/C=C\c2ccccc2)cc1	XWVCGVPSPHTRHE-FPLPWBNLSA-N	XWVCGVPSPHTRHE	False	True			True	CC(=O)Nc1ccc(/C=C\c2ccccc2)cc1	XWVCGVPSPHTRHE-FPLPWBNLSA-N	XWVCGVPSPHTRHE	False	True			True	CC(=O)Nc1ccc(/C=C\c2ccccc2)cc1	XWVCGVPSPHTRHE-FPLPWBNLSA-N	XWVCGVPSPHTRHE	False	True		
CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1	True	CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1	SRVJKTDHMYAMHA-WUXMJOGZSA-N	SRVJKTDHMYAMHA	True	True	CHEMBL375492	True	CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1	SRVJKTDHMYAMHA-WUXMJOGZSA-N	SRVJKTDHMYAMHA	True	True	CHEMBL375492		True	CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1	SRVJKTDHMYAMHA-WUXMJOGZSA-N	SRVJKTDHMYAMHA	True	True	CHEMBL375492		True	CC(=O)Nc1ccc(/C=N/NC(N)=S)cc1	SRVJKTDHMYAMHA-WUXMJOGZSA-N	SRVJKTDHMYAMHA	True	True	CHEMBL375492	
CC(=O)Nc1ccc(/C=N/n2nnc3ccnc-3c2O)cc1	True	CC(=O)Nc1ccc(/C=N/n2nnc3ccnc-3c2O)cc1	IUKQXIVMVHBKCZ-LZYBPNLTSA-N	IUKQXIVMVHBKCZ	False	False		True	CC(=O)Nc1ccc(/C=N/n2nnc3ccnc-3c2O)cc1	IUKQXIVMVHBKCZ-LZYBPNLTSA-N	IUKQXIVMVHBKCZ	False	False			True	CC(=O)Nc1ccc(/C=N/n2nnc3ccnc-3c2O)cc1	IUKQXIVMVHBKCZ-LZYBPNLTSA-N	IUKQXIVMVHBKCZ	False	False			True	CC(=O)Nc1ccc(/C=N/n2nnc3ccnc-3c2O)cc1	IUKQXIVMVHBKCZ-LZYBPNLTSA-N	IUKQXIVMVHBKCZ	False	False		
CC(=O)Nc1ccc(Br)cc1	True	CC(=O)Nc1ccc(Br)cc1	MSLICLMCQYQNPK-UHFFFAOYSA-N	MSLICLMCQYQNPK	True	True	CHEMBL59019	True	CC(=O)Nc1ccc(Br)cc1	MSLICLMCQYQNPK-UHFFFAOYSA-N	MSLICLMCQYQNPK	True	True	CHEMBL59019		True	CC(=O)Nc1ccc(Br)cc1	MSLICLMCQYQNPK-UHFFFAOYSA-N	MSLICLMCQYQNPK	True	True	CHEMBL59019		True	CC(=O)Nc1ccc(Br)cc1	MSLICLMCQYQNPK-UHFFFAOYSA-N	MSLICLMCQYQNPK	True	True	CHEMBL59019	
CC(=O)Nc1ccc(C#Cc2ccc(NC(C)=O)cc2)cc1	True	CC(=O)Nc1ccc(C#Cc2ccc(NC(C)=O)cc2)cc1	ZVJCAZYCLGOEGI-UHFFFAOYSA-N	ZVJCAZYCLGOEGI	True	True	CHEMBL1425861	True	CC(=O)Nc1ccc(C#Cc2ccc(NC(C)=O)cc2)cc1	ZVJCAZYCLGOEGI-UHFFFAOYSA-N	ZVJCAZYCLGOEGI	True	True	CHEMBL1425861		True	CC(=O)Nc1ccc(C#Cc2ccc(NC(C)=O)cc2)cc1	ZVJCAZYCLGOEGI-UHFFFAOYSA-N	ZVJCAZYCLGOEGI	True	True	CHEMBL1425861		True	CC(=O)Nc1ccc(C#Cc2ccc(NC(C)=O)cc2)cc1	ZVJCAZYCLGOEGI-UHFFFAOYSA-N	ZVJCAZYCLGOEGI	True	True	CHEMBL1425861	
CC(=O)Nc1ccc(C(=O)/C=C/c2ccccc2)cc1	True	CC(=O)Nc1ccc(C(=O)/C=C/c2ccccc2)cc1	CUYJTAUCYGHYLW-KPKJPENVSA-N	CUYJTAUCYGHYLW	True	True	CHEMBL187926	True	CC(=O)Nc1ccc(C(=O)/C=C/c2ccccc2)cc1	CUYJTAUCYGHYLW-KPKJPENVSA-N	CUYJTAUCYGHYLW	True	True	CHEMBL187926		True	CC(=O)Nc1ccc(C(=O)/C=C/c2ccccc2)cc1	CUYJTAUCYGHYLW-KPKJPENVSA-N	CUYJTAUCYGHYLW	True	True	CHEMBL187926		True	CC(=O)Nc1ccc(C(=O)/C=C/c2ccccc2)cc1	CUYJTAUCYGHYLW-KPKJPENVSA-N	CUYJTAUCYGHYLW	True	True	CHEMBL187926	
CC(=O)Nc1ccc(C(=O)C2OC2c2ccccc2)cc1	True	CC(=O)Nc1ccc(C(=O)C2OC2c2ccccc2)cc1	JRWVCWTYUGBNOH-UHFFFAOYSA-N	JRWVCWTYUGBNOH	False	False		True	CC(=O)Nc1ccc(C(=O)C2OC2c2ccccc2)cc1	JRWVCWTYUGBNOH-UHFFFAOYSA-N	JRWVCWTYUGBNOH	False	False			True	CC(=O)Nc1ccc(C(=O)C2OC2c2ccccc2)cc1	JRWVCWTYUGBNOH-UHFFFAOYSA-N	JRWVCWTYUGBNOH	False	False			True	CC(=O)Nc1ccc(C(=O)C2OC2c2ccccc2)cc1	JRWVCWTYUGBNOH-UHFFFAOYSA-N	JRWVCWTYUGBNOH	False	False		
CC(=O)Nc1ccc(C(=O)CCl)cc1	True	CC(=O)Nc1ccc(C(=O)CCl)cc1	VMMDOCYDNRLESP-UHFFFAOYSA-N	VMMDOCYDNRLESP	True	True	CHEMBL1408847	True	CC(=O)Nc1ccc(C(=O)CCl)cc1	VMMDOCYDNRLESP-UHFFFAOYSA-N	VMMDOCYDNRLESP	True	True	CHEMBL1408847		True	CC(=O)Nc1ccc(C(=O)CCl)cc1	VMMDOCYDNRLESP-UHFFFAOYSA-N	VMMDOCYDNRLESP	True	True	CHEMBL1408847		True	CC(=O)Nc1ccc(C(=O)CCl)cc1	VMMDOCYDNRLESP-UHFFFAOYSA-N	VMMDOCYDNRLESP	True	True	CHEMBL1408847	
CC(=O)Nc1ccc(C(=O)NNC(=O)CCc2ccccc2)cc1	True	CC(=O)Nc1ccc(C(=O)NNC(=O)CCc2ccccc2)cc1	JRJGLNVKHMJTOW-UHFFFAOYSA-N	JRJGLNVKHMJTOW	True	True	CHEMBL1722471	True	CC(=O)Nc1ccc(C(=O)NNC(=O)CCc2ccccc2)cc1	JRJGLNVKHMJTOW-UHFFFAOYSA-N	JRJGLNVKHMJTOW	True	True	CHEMBL1722471		True	CC(=O)Nc1ccc(C(=O)NNC(=O)CCc2ccccc2)cc1	JRJGLNVKHMJTOW-UHFFFAOYSA-N	JRJGLNVKHMJTOW	True	True	CHEMBL1722471		True	CC(=O)Nc1ccc(C(=O)NNC(=O)CCc2ccccc2)cc1	JRJGLNVKHMJTOW-UHFFFAOYSA-N	JRJGLNVKHMJTOW	True	True	CHEMBL1722471	
CC(=O)Nc1ccc(C(=O)Nc2ccc3c(c2)N(C2CCCC2)C(=O)c2ccccc2S3)cc1	True	CC(=O)Nc1ccc(C(=O)Nc2ccc3c(c2)N(C2CCCC2)C(=O)c2ccccc2S3)cc1	VAUQAHARXLWWAG-UHFFFAOYSA-N	VAUQAHARXLWWAG	True	True	CHEMBL1589812	True	CC(=O)Nc1ccc(C(=O)Nc2ccc3c(c2)N(C2CCCC2)C(=O)c2ccccc2S3)cc1	VAUQAHARXLWWAG-UHFFFAOYSA-N	VAUQAHARXLWWAG	True	True	CHEMBL1589812		True	CC(=O)Nc1ccc(C(=O)Nc2ccc3c(c2)N(C2CCCC2)C(=O)c2ccccc2S3)cc1	VAUQAHARXLWWAG-UHFFFAOYSA-N	VAUQAHARXLWWAG	True	True	CHEMBL1589812		True	CC(=O)Nc1ccc(C(=O)Nc2ccc3c(c2)N(C2CCCC2)C(=O)c2ccccc2S3)cc1	VAUQAHARXLWWAG-UHFFFAOYSA-N	VAUQAHARXLWWAG	True	True	CHEMBL1589812	
CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1	True	CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1	VAZAPHZUAVEOMC-UHFFFAOYSA-N	VAZAPHZUAVEOMC	True	True	CHEMBL235191	True	CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1	VAZAPHZUAVEOMC-UHFFFAOYSA-N	VAZAPHZUAVEOMC	True	True	CHEMBL235191		True	CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1	VAZAPHZUAVEOMC-UHFFFAOYSA-N	VAZAPHZUAVEOMC	True	True	CHEMBL235191		True	CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1	VAZAPHZUAVEOMC-UHFFFAOYSA-N	VAZAPHZUAVEOMC	True	True	CHEMBL235191	
CC(=O)Nc1ccc(C(=O)O)cc1	True	CC(=O)Nc1ccc(C(=O)O)cc1	QCXJEYYXVJIFCE-UHFFFAOYSA-N	QCXJEYYXVJIFCE	True	True	CHEMBL112687	True	CC(=O)Nc1ccc(C(=O)O)cc1	QCXJEYYXVJIFCE-UHFFFAOYSA-N	QCXJEYYXVJIFCE	True	True	CHEMBL112687		True	CC(=O)Nc1ccc(C(=O)O)cc1	QCXJEYYXVJIFCE-UHFFFAOYSA-N	QCXJEYYXVJIFCE	True	True	CHEMBL112687		True	CC(=O)Nc1ccc(C(=O)O)cc1	QCXJEYYXVJIFCE-UHFFFAOYSA-N	QCXJEYYXVJIFCE	True	True	CHEMBL112687	
CC(=O)Nc1ccc(C(=O)[C@@H]2O[C@H]2c2ccccc2)cc1	True	CC(=O)Nc1ccc(C(=O)[C@@H]2O[C@H]2c2ccccc2)cc1	JRWVCWTYUGBNOH-IRXDYDNUSA-N	JRWVCWTYUGBNOH	False	False		True	CC(=O)Nc1ccc(C(=O)[C@@H]2O[C@H]2c2ccccc2)cc1	JRWVCWTYUGBNOH-IRXDYDNUSA-N	JRWVCWTYUGBNOH	False	False			True	CC(=O)Nc1ccc(C(=O)[C@@H]2O[C@H]2c2ccccc2)cc1	JRWVCWTYUGBNOH-IRXDYDNUSA-N	JRWVCWTYUGBNOH	False	False			True	CC(=O)Nc1ccc(C(=O)[C@@H]2O[C@H]2c2ccccc2)cc1	JRWVCWTYUGBNOH-IRXDYDNUSA-N	JRWVCWTYUGBNOH	False	False		
CC(=O)Nc1ccc(C)c(Cl)c1	True	CC(=O)Nc1ccc(C)c(Cl)c1	IGLVCWPPISIXPR-UHFFFAOYSA-N	IGLVCWPPISIXPR	True	True	CHEMBL3186889	True	CC(=O)Nc1ccc(C)c(Cl)c1	IGLVCWPPISIXPR-UHFFFAOYSA-N	IGLVCWPPISIXPR	True	True	CHEMBL3186889		True	CC(=O)Nc1ccc(C)c(Cl)c1	IGLVCWPPISIXPR-UHFFFAOYSA-N	IGLVCWPPISIXPR	True	True	CHEMBL3186889		True	CC(=O)Nc1ccc(C)c(Cl)c1	IGLVCWPPISIXPR-UHFFFAOYSA-N	IGLVCWPPISIXPR	True	True	CHEMBL3186889	
CC(=O)Nc1ccc(C)c(N)c1	True	CC(=O)Nc1ccc(C)c(N)c1	RBQWGHBZCHFUQU-UHFFFAOYSA-N	RBQWGHBZCHFUQU	False	False		True	CC(=O)Nc1ccc(C)c(N)c1	RBQWGHBZCHFUQU-UHFFFAOYSA-N	RBQWGHBZCHFUQU	False	False			True	CC(=O)Nc1ccc(C)c(N)c1	RBQWGHBZCHFUQU-UHFFFAOYSA-N	RBQWGHBZCHFUQU	False	False			True	CC(=O)Nc1ccc(C)c(N)c1	RBQWGHBZCHFUQU-UHFFFAOYSA-N	RBQWGHBZCHFUQU	False	False		
CC(=O)Nc1ccc(C)c(N=Nc2cc(NC(C)=O)ccc2C)c1	True	CC(=O)Nc1ccc(C)c(N=Nc2cc(NC(C)=O)ccc2C)c1	IDWFQWBVLZLJKR-UHFFFAOYSA-N	IDWFQWBVLZLJKR	False	False		True	CC(=O)Nc1ccc(C)c(N=Nc2cc(NC(C)=O)ccc2C)c1	IDWFQWBVLZLJKR-UHFFFAOYSA-N	IDWFQWBVLZLJKR	False	False			True	CC(=O)Nc1ccc(C)c(N=Nc2cc(NC(C)=O)ccc2C)c1	IDWFQWBVLZLJKR-UHFFFAOYSA-N	IDWFQWBVLZLJKR	False	False			True	CC(=O)Nc1ccc(C)c(N=Nc2cc(NC(C)=O)ccc2C)c1	IDWFQWBVLZLJKR-UHFFFAOYSA-N	IDWFQWBVLZLJKR	False	False		
CC(=O)Nc1ccc(C)c(N=[N+]([O-])c2cc(NC(C)=O)ccc2C)c1	True	CC(=O)Nc1ccc(C)c(N=[N+]([O-])c2cc(NC(C)=O)ccc2C)c1	PQMBQVALXYIKJR-UHFFFAOYSA-N	PQMBQVALXYIKJR	False	False		True	CC(=O)Nc1ccc(C)c(N=[N+]([O-])c2cc(NC(C)=O)ccc2C)c1	PQMBQVALXYIKJR-UHFFFAOYSA-N	PQMBQVALXYIKJR	False	False			True	CC(=O)Nc1ccc(C)c(N=[N+]([O-])c2cc(NC(C)=O)ccc2C)c1	PQMBQVALXYIKJR-UHFFFAOYSA-N	PQMBQVALXYIKJR	False	False			True	CC(=O)Nc1ccc(C)c(N=[N+]([O-])c2cc(NC(C)=O)ccc2C)c1	PQMBQVALXYIKJR-UHFFFAOYSA-N	PQMBQVALXYIKJR	False	False		
CC(=O)Nc1ccc(C)c2c1CCCN2	True	CC(=O)Nc1ccc(C)c2c1CCCN2	RYRDUZSMONMBBE-UHFFFAOYSA-N	RYRDUZSMONMBBE	False	False		True	CC(=O)Nc1ccc(C)c2c1CCCN2	RYRDUZSMONMBBE-UHFFFAOYSA-N	RYRDUZSMONMBBE	False	False			True	CC(=O)Nc1ccc(C)c2c1CCCN2	RYRDUZSMONMBBE-UHFFFAOYSA-N	RYRDUZSMONMBBE	False	False			True	CC(=O)Nc1ccc(C)c2c1CCCN2	RYRDUZSMONMBBE-UHFFFAOYSA-N	RYRDUZSMONMBBE	False	False		
CC(=O)Nc1ccc(C)cc1	True	CC(=O)Nc1ccc(C)cc1	YICAMJWHIUMFDI-UHFFFAOYSA-N	YICAMJWHIUMFDI	True	True	CHEMBL1604472	True	CC(=O)Nc1ccc(C)cc1	YICAMJWHIUMFDI-UHFFFAOYSA-N	YICAMJWHIUMFDI	True	True	CHEMBL1604472		True	CC(=O)Nc1ccc(C)cc1	YICAMJWHIUMFDI-UHFFFAOYSA-N	YICAMJWHIUMFDI	True	True	CHEMBL1604472		True	CC(=O)Nc1ccc(C)cc1	YICAMJWHIUMFDI-UHFFFAOYSA-N	YICAMJWHIUMFDI	True	True	CHEMBL1604472	
CC(=O)Nc1ccc(C)cc1C	True	CC(=O)Nc1ccc(C)cc1C	PJEIIBXJUDOMAN-UHFFFAOYSA-N	PJEIIBXJUDOMAN	True	True	CHEMBL3188564	True	CC(=O)Nc1ccc(C)cc1C	PJEIIBXJUDOMAN-UHFFFAOYSA-N	PJEIIBXJUDOMAN	True	True	CHEMBL3188564		True	CC(=O)Nc1ccc(C)cc1C	PJEIIBXJUDOMAN-UHFFFAOYSA-N	PJEIIBXJUDOMAN	True	True	CHEMBL3188564		True	CC(=O)Nc1ccc(C)cc1C	PJEIIBXJUDOMAN-UHFFFAOYSA-N	PJEIIBXJUDOMAN	True	True	CHEMBL3188564	
CC(=O)Nc1ccc(C2=NN(CC#N)C(=O)SC2)cc1	True	CC(=O)Nc1ccc(C2=NN(CC#N)C(=O)SC2)cc1	DONNVEWTZJZFMJ-UHFFFAOYSA-N	DONNVEWTZJZFMJ	True	True	CHEMBL1406854	True	CC(=O)Nc1ccc(C2=NN(CC#N)C(=O)SC2)cc1	DONNVEWTZJZFMJ-UHFFFAOYSA-N	DONNVEWTZJZFMJ	True	True	CHEMBL1406854		True	CC(=O)Nc1ccc(C2=NN(CC#N)C(=O)SC2)cc1	DONNVEWTZJZFMJ-UHFFFAOYSA-N	DONNVEWTZJZFMJ	True	True	CHEMBL1406854		True	CC(=O)Nc1ccc(C2=NN(CC#N)C(=O)SC2)cc1	DONNVEWTZJZFMJ-UHFFFAOYSA-N	DONNVEWTZJZFMJ	True	True	CHEMBL1406854	
CC(=O)Nc1ccc(C2OC2C(=O)c2ccccc2)cc1	True	CC(=O)Nc1ccc(C2OC2C(=O)c2ccccc2)cc1	IYLYJEVXGMHMFS-UHFFFAOYSA-N	IYLYJEVXGMHMFS	False	False		True	CC(=O)Nc1ccc(C2OC2C(=O)c2ccccc2)cc1	IYLYJEVXGMHMFS-UHFFFAOYSA-N	IYLYJEVXGMHMFS	False	False			True	CC(=O)Nc1ccc(C2OC2C(=O)c2ccccc2)cc1	IYLYJEVXGMHMFS-UHFFFAOYSA-N	IYLYJEVXGMHMFS	False	False			True	CC(=O)Nc1ccc(C2OC2C(=O)c2ccccc2)cc1	IYLYJEVXGMHMFS-UHFFFAOYSA-N	IYLYJEVXGMHMFS	False	False		
CC(=O)Nc1ccc(CC(=O)O)cc1	True	CC(=O)Nc1ccc(CC(=O)O)cc1	MROJXXOCABQVEF-UHFFFAOYSA-N	MROJXXOCABQVEF	True	True	CHEMBL1885632	True	CC(=O)Nc1ccc(CC(=O)O)cc1	MROJXXOCABQVEF-UHFFFAOYSA-N	MROJXXOCABQVEF	True	True	CHEMBL1885632		True	CC(=O)Nc1ccc(CC(=O)O)cc1	MROJXXOCABQVEF-UHFFFAOYSA-N	MROJXXOCABQVEF	True	True	CHEMBL1885632		True	CC(=O)Nc1ccc(CC(=O)O)cc1	MROJXXOCABQVEF-UHFFFAOYSA-N	MROJXXOCABQVEF	True	True	CHEMBL1885632	
CC(=O)Nc1ccc(CC(N)=O)cc1	True	CC(=O)Nc1ccc(CC(N)=O)cc1	LYRQZGCDFPVILB-UHFFFAOYSA-N	LYRQZGCDFPVILB	False	False		True	CC(=O)Nc1ccc(CC(N)=O)cc1	LYRQZGCDFPVILB-UHFFFAOYSA-N	LYRQZGCDFPVILB	False	False			True	CC(=O)Nc1ccc(CC(N)=O)cc1	LYRQZGCDFPVILB-UHFFFAOYSA-N	LYRQZGCDFPVILB	False	False			True	CC(=O)Nc1ccc(CC(N)=O)cc1	LYRQZGCDFPVILB-UHFFFAOYSA-N	LYRQZGCDFPVILB	False	False		
CC(=O)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1	True	CC(=O)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1	AXOYDNAEBFRXFX-UHFFFAOYSA-N	AXOYDNAEBFRXFX	True	True	CHEMBL216680	True	CC(=O)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1	AXOYDNAEBFRXFX-UHFFFAOYSA-N	AXOYDNAEBFRXFX	True	True	CHEMBL216680		True	CC(=O)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1	AXOYDNAEBFRXFX-UHFFFAOYSA-N	AXOYDNAEBFRXFX	True	True	CHEMBL216680		True	CC(=O)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1	AXOYDNAEBFRXFX-UHFFFAOYSA-N	AXOYDNAEBFRXFX	True	True	CHEMBL216680	
