smiles	canonical_smiles	inchi_key	inchi_key_connectivity	chembl_connectivity_match	error
CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)([O-])[O-])n1	CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)([O-])[O-])n1	ZCCUWMICIWSJIX-NQJJCJBVSA-L	ZCCUWMICIWSJIX	True	
CCOC(=O)C1(c2ccccc2)CC[NH+](C)CC1	CCOC(=O)C1(c2ccccc2)CC[NH+](C)CC1	XADCESSVHJOZHK-UHFFFAOYSA-O	XADCESSVHJOZHK	True	
CCOC(=O)C1(c2ccccc2)CC[NH+](CCC(C#N)(c2ccccc2)c2ccccc2)CC1	CCOC(=O)C1(c2ccccc2)CC[NH+](CCC(C#N)(c2ccccc2)c2ccccc2)CC1	HYPPXZBJBPSRLK-UHFFFAOYSA-O	HYPPXZBJBPSRLK	True	
CCOC(=O)C1(c2ccccc2)CC[NH+](CCc2ccc(N)cc2)CC1	CCOC(=O)C1(c2ccccc2)CC[NH+](CCc2ccc(N)cc2)CC1	LKYQLAWMNBFNJT-UHFFFAOYSA-O	LKYQLAWMNBFNJT	True	
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc2c1OCO2	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc2c1OCO2	MSOAVHHAZCMHDI-INIZCTEOSA-N	MSOAVHHAZCMHDI	True	
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C\C(=O)OC(C)(C)C	CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C\C(=O)OC(C)(C)C	GKQPCPXONLDCMU-PFONDFGASA-N	GKQPCPXONLDCMU	True	
CCOC(=O)C1=C(COCC[NH3+])NC(C)=C(C(=O)OC)C1c1ccccc1Cl	CCOC(=O)C1=C(COCC[NH3+])NC(C)=C(C(=O)OC)C1c1ccccc1Cl	HTIQEAQVCYTUBX-UHFFFAOYSA-O	HTIQEAQVCYTUBX	True	
CCOC(=O)C1=C(COCC[NH3+])NC(C)=C(C(=O)OC)[C@H]1c1ccccc1Cl	CCOC(=O)C1=C(COCC[NH3+])NC(C)=C(C(=O)OC)[C@H]1c1ccccc1Cl	HTIQEAQVCYTUBX-QGZVFWFLSA-O	HTIQEAQVCYTUBX	True	
CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H]([NH3+])C1	CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H]([NH3+])C1	VSZGPKBBMSAYNT-RRFJBIMHSA-O	VSZGPKBBMSAYNT	True	
CCOC(=O)C1=C[C@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1	CCOC(=O)C1=C[C@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1	VSZGPKBBMSAYNT-SOUVJXGZSA-N	VSZGPKBBMSAYNT	True	
CCOC(=O)C1=C[C@]2(CC)CCC[NH+]3CCc4c(n1c1ccccc41)[C@@H]32	CCOC(=O)C1=C[C@]2(CC)CCC[NH+]3CCc4c(n1c1ccccc41)[C@@H]32	DDNCQMVWWZOMLN-IRLDBZIGSA-O	DDNCQMVWWZOMLN	True	
CCOC(=O)C1=C[C@]2(CC)CCC[NH+]3CCc4c(n1c1ccccc41)[C@H]32	CCOC(=O)C1=C[C@]2(CC)CCC[NH+]3CCc4c(n1c1ccccc41)[C@H]32	DDNCQMVWWZOMLN-UNMCSNQZSA-O	DDNCQMVWWZOMLN	True	
CCOC(=O)C1=NO[C@@]2(C=C(Br)C3(OCCCO3)[C@H]3O[C@H]32)C1	CCOC(=O)C1=NO[C@@]2(C=C(Br)C3(OCCCO3)[C@H]3O[C@H]32)C1	CDALZEDNNMGFDS-NTZNESFSSA-N	CDALZEDNNMGFDS	True	
CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1	CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1	RVKCCVTVZORVGD-UHFFFAOYSA-N	RVKCCVTVZORVGD	True	
CCOC(=O)C=CC(=O)OCC	CCOC(=O)C=CC(=O)OCC	IEPRKVQEAMIZSS-UHFFFAOYSA-N	IEPRKVQEAMIZSS	True	
CCOC(=O)C[C@@H](O)C[C@@H](O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2	CCOC(=O)C[C@@H](O)C[C@@H](O)/C=C/C1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2	ZADJRRFMOOACHL-WQICJITCSA-N	ZADJRRFMOOACHL	True	
CCOC(=O)C[C@@H](SP(=O)(OC)OC)C(=O)OCC	CCOC(=O)C[C@@H](SP(=O)(OC)OC)C(=O)OCC	WSORODGWGUUOBO-MRVPVSSYSA-N	WSORODGWGUUOBO	True	
CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC	CCOC(=O)C[C@@H](SP(=S)(OC)OC)C(=O)OCC	JXSJBGJIGXNWCI-MRVPVSSYSA-N	JXSJBGJIGXNWCI	True	
CCOC(=O)C[C@H](SP(=S)(OC)OC)C(=O)OCC	CCOC(=O)C[C@H](SP(=S)(OC)OC)C(=O)OCC	JXSJBGJIGXNWCI-QMMMGPOBSA-N	JXSJBGJIGXNWCI	True	
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CC[NH+]1CCOCC1)c1ccccc1S2	CCOC(=O)Nc1ccc2c(c1)N(C(=O)CC[NH+]1CCOCC1)c1ccccc1S2	FUBVWMNBEHXPSU-UHFFFAOYSA-O	FUBVWMNBEHXPSU	True	
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C	CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C	XHKFBADIZIDYBU-UCMJJCQDSA-N	XHKFBADIZIDYBU	True	
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])c3ccccc3)[C@H]2SC1(C)C	CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H]([NH3+])c3ccccc3)[C@H]2SC1(C)C	PFOLLRNADZZWEX-FFGRCDKISA-O	PFOLLRNADZZWEX	True	
CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C	CCOC(=O)OC1(C(=O)OCCl)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C	DMKSVUSAATWOCU-UHFFFAOYSA-N	DMKSVUSAATWOCU	True	
CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)NC12CCC(OC)CC2	CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)NC12CCC(OC)CC2	CLSVJBIHYWPGQY-UHFFFAOYSA-N	CLSVJBIHYWPGQY	True	
CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@@H](C(=O)OC)[C@@H]2OC)cc1OC	CCOC(=O)Oc1c(OC)cc(C(=O)O[C@@H]2C[C@@H]3CN4CCc5c([nH]c6cc(OC)ccc56)[C@H]4C[C@@H]3[C@@H](C(=O)OC)[C@@H]2OC)cc1OC	ZCDNRPPFBQDQHR-ANAQLLSESA-N	ZCDNRPPFBQDQHR	True	
CCOC(=O)[C@@H](CCc1ccccc1)N[C@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21	CCOC(=O)[C@@H](CCc1ccccc1)N[C@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21	VXFJYXUZANRPDJ-VLQCVTHLSA-N	VXFJYXUZANRPDJ	True	
CCOC(=O)[C@@H]1O[C@H]1c1ccccc1	CCOC(=O)[C@@H]1O[C@H]1c1ccccc1	GOMAKLPNAAZVCJ-VHSXEESVSA-N	GOMAKLPNAAZVCJ	True	
CCOC(=O)[C@@H]1O[C@]1(C)c1ccccc1	CCOC(=O)[C@@H]1O[C@]1(C)c1ccccc1	LQKRYVGRPXFFAV-CMPLNLGQSA-N	LQKRYVGRPXFFAV	True	
CCOC(=O)[C@@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1[NH+]2C	CCOC(=O)[C@@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1[NH+]2C	NMPOSNRHZIWLLL-FZKCQIBNSA-O	NMPOSNRHZIWLLL	True	
CCOC(=O)[C@@](C)([NH3+])Cc1ccc(O)c(O)c1	CCOC(=O)[C@@](C)([NH3+])Cc1ccc(O)c(O)c1	SVEBYYWCXTVYCR-LBPRGKRZSA-O	SVEBYYWCXTVYCR	True	
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O	HHHKFGXWKKUNCY-QYZOEREBSA-N	HHHKFGXWKKUNCY	True	
CCOC(=O)[C@H](SP(=S)(OC)OC)c1ccccc1	CCOC(=O)[C@H](SP(=S)(OC)OC)c1ccccc1	XAMUDJHXFNRLCY-LLVKDONJSA-N	XAMUDJHXFNRLCY	True	
CCOC(=O)[C@H]1O[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C	CCOC(=O)[C@H]1O[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C	SRVFFFJZQVENJC-MJBXVCDLSA-N	SRVFFFJZQVENJC	True	
CCOC(=O)c1c(C)oc2c1c(C=NC1CCS(=O)(=O)C1)c(O)c1ccccc12	CCOC(=O)c1c(C)oc2c1c(C=NC1CCS(=O)(=O)C1)c(O)c1ccccc12	PYAHCANWMVTMGR-UHFFFAOYSA-N	PYAHCANWMVTMGR	True	
CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(CCCOC)c1=NC(=O)c1cccnc1	CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(CCCOC)c1=NC(=O)c1cccnc1	GYPYMLWOKJUWOX-UHFFFAOYSA-N	GYPYMLWOKJUWOX	True	
CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(Cc2ccco2)c1=NC(=O)c1ccccc1	CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(Cc2ccco2)c1=NC(=O)c1ccccc1	BJNFTLNVRZKOSQ-UHFFFAOYSA-N	BJNFTLNVRZKOSQ	True	
CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(CCCOC)c1=NC(=O)C(C)(C)C	CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(CCCOC)c1=NC(=O)C(C)(C)C	TUESRXUNLAYQJP-UHFFFAOYSA-N	TUESRXUNLAYQJP	True	
CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(CCCOC)c1=NC(C)=O	CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(CCCOC)c1=NC(C)=O	NBVVULSMYWKTOD-UHFFFAOYSA-N	NBVVULSMYWKTOD	True	
CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(CCOC)c1=NC(=O)C(C)(C)C	CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(CCOC)c1=NC(=O)C(C)(C)C	BTWCGUSSPMYFJJ-UHFFFAOYSA-N	BTWCGUSSPMYFJJ	True	
CCOC(=S)[S-]	CCOC(=S)[S-]	ZOOODBUHSVUZEM-UHFFFAOYSA-M	ZOOODBUHSVUZEM	True	
CCOC(OCC)C(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O	CCOC(OCC)C(=O)OCC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(OC)cccc1C3=O	XZSRRNFBEIOBDA-UHFFFAOYSA-N	XZSRRNFBEIOBDA	True	
CCOC/C=C\c1ccc(-c2nc(-c3ccc(N4CCOCC4)cc3)c(-c3ccc(N4CCOCC4)cc3)[nH]2)cc1	CCOC/C=C\c1ccc(-c2nc(-c3ccc(N4CCOCC4)cc3)c(-c3ccc(N4CCOCC4)cc3)[nH]2)cc1	RDHLHQDARLJTBE-ARJAWSKDSA-N	RDHLHQDARLJTBE	True	
CCOC1OC(=O)CC1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12	CCOC1OC(=O)CC1NC(=O)C1CCCN2C(=O)CCC(NC(=O)c3nccc4ccccc34)C(=O)N12	CXAGHAZMQSCAKJ-UHFFFAOYSA-N	CXAGHAZMQSCAKJ	True	
CCOC=C1N=C(c2ccccc2)OC1=O	CCOC=C1N=C(c2ccccc2)OC1=O	SJHPCNCNNSSLPL-UHFFFAOYSA-N	SJHPCNCNNSSLPL	True	
CCOCCOC(=O)/C=C\c1ccc(OC)cc1	CCOCCOC(=O)/C=C\c1ccc(OC)cc1	CMDKPGRTAQVGFQ-TWGQIWQCSA-N	CMDKPGRTAQVGFQ	True	
CCOCCn1c(N2CCC[NH+](C)CC2)nc2ccccc21	CCOCCn1c(N2CCC[NH+](C)CC2)nc2ccccc21	KBUZBQVCBVDWKX-UHFFFAOYSA-O	KBUZBQVCBVDWKX	True	
CCOC[C@@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1	CCOC[C@@H](O)COc1ccc(NC(=O)CC[S+](C)C)cc1	DYZJXZOQQRXDLE-CQSZACIVSA-O	DYZJXZOQQRXDLE	True	
CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)N=O	CCOP(=O)(OCC)[C@@H](C)NC(=O)N(CCCl)N=O	YAKWPXVTIGTRJH-QMMMGPOBSA-N	YAKWPXVTIGTRJH	True	
CCOP(=O)([O-])C(N)=O	CCOP(=O)([O-])C(N)=O	UCHDFLNGIZUADY-UHFFFAOYSA-M	UCHDFLNGIZUADY	True	
CCOP(=S)(OCC)S[C@@H]1OCCO[C@H]1SP(=S)(OCC)OCC	CCOP(=S)(OCC)S[C@@H]1OCCO[C@H]1SP(=S)(OCC)OCC	VBKKVDGJXVOLNE-RYUDHWBXSA-N	VBKKVDGJXVOLNE	True	
CCO[P@](=O)(NC(C)C)Oc1ccc(SC)c(C)c1	CCO[P@](=O)(NC(C)C)Oc1ccc(SC)c(C)c1	ZCJPOPBZHLUFHF-GOSISDBHSA-N	ZCJPOPBZHLUFHF	True	
CCO[P@](=S)(CC)Sc1ccccc1	CCO[P@](=S)(CC)Sc1ccccc1	KVGLBTYUCJYMND-LBPRGKRZSA-N	KVGLBTYUCJYMND	True	
CCO[P@]1(=O)OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O1	CCO[P@]1(=O)OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O1	TXRXEHHGCBJORG-VUHIUBOISA-N	TXRXEHHGCBJORG	True	
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)[O-]	CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)[O-]	FAEKWTJYAYMJKF-QHCPKHFHSA-M	FAEKWTJYAYMJKF	True	
CCOc1cc(N)c(Cl)cc1C(=O)NCC1C[NH+](Cc2ccc(F)cc2)CCO1	CCOc1cc(N)c(Cl)cc1C(=O)NCC1C[NH+](Cc2ccc(F)cc2)CCO1	YPELFRMCRYSPKZ-UHFFFAOYSA-O	YPELFRMCRYSPKZ	True	
CCOc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CN(Cc2ccc(F)cc2)CCO1	CCOc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1CN(Cc2ccc(F)cc2)CCO1	YPELFRMCRYSPKZ-MRXNPFEDSA-N	YPELFRMCRYSPKZ	True	
CCOc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1C[NH+](Cc2ccc(F)cc2)CCO1	CCOc1cc(N)c(Cl)cc1C(=O)NC[C@@H]1C[NH+](Cc2ccc(F)cc2)CCO1	YPELFRMCRYSPKZ-MRXNPFEDSA-O	YPELFRMCRYSPKZ	True	
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C	CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)C=CCN(C)C	JWNPDZNEKVCWMY-UHFFFAOYSA-N	JWNPDZNEKVCWMY	True	
CCOc1ccc(CC(CN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-])cc1	CCOc1ccc(CC(CN(CC[NH+](CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-])cc1	AQOXEJNYXXLRQQ-UHFFFAOYSA-K	AQOXEJNYXXLRQQ	True	
CCOc1ccc(N=NS(=O)(=O)O)cc1	CCOc1ccc(N=NS(=O)(=O)O)cc1	XMGQNRYTFRFCPU-UHFFFAOYSA-N	XMGQNRYTFRFCPU	True	
CCOc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(OCC)cc4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)cc1	CCOc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(OCC)cc4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)cc1	AVERNFJXXRIVQN-UHFFFAOYSA-L	AVERNFJXXRIVQN	True	
CCOc1ccc(NC(=O)C[C@@H](C)O)cc1	CCOc1ccc(NC(=O)C[C@@H](C)O)cc1	LIAWQASKBFCRNR-SECBINFHSA-N	LIAWQASKBFCRNR	True	
CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]	CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-]	GPXLMGHLHQJAGZ-JTDSTZFVSA-M	GPXLMGHLHQJAGZ	True	
CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)[O-])c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1	CCOc1cccc(-n2cc(C(=O)N3CCN(c4cc(C(=O)[O-])c5ccccc5c4)CC3)nc2-c2ccc(C)cc2)c1	HMGSYODAZJHCRL-UHFFFAOYSA-M	HMGSYODAZJHCRL	True	
CCOc1cccc2cc(C(N)=O)c(=NCc3ccccc3)oc12	CCOc1cccc2cc(C(N)=O)c(=NCc3ccccc3)oc12	RTNKGYXNIXZHIB-UHFFFAOYSA-N	RTNKGYXNIXZHIB	True	
CCOc1ccccc1NC(=O)C1=C(C)NC(=S)N[C@H]1c1cccs1	CCOc1ccccc1NC(=O)C1=C(C)NC(=S)N[C@H]1c1cccs1	PUMCLQFZOLPQOB-INIZCTEOSA-N	PUMCLQFZOLPQOB	True	
CCOc1ccccc1OCCN[C@@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1	CCOc1ccccc1OCCN[C@@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1	DRHKJLXJIQTDTD-HNNXBMFYSA-N	DRHKJLXJIQTDTD	True	
CCOc1ccccc1OCC[NH2+][C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1	CCOc1ccccc1OCC[NH2+][C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1	DRHKJLXJIQTDTD-OAHLLOKOSA-O	DRHKJLXJIQTDTD	True	
CCSc1ccc2c(c1)N(CCCN1CC[NH+](C)CC1)c1ccccc1S2	CCSc1ccc2c(c1)N(CCCN1CC[NH+](C)CC1)c1ccccc1S2	XCTYLCDETUVOIP-UHFFFAOYSA-O	XCTYLCDETUVOIP	True	
CCSc1ncccc1C(=O)N1CC[C@@H]([NH2+]Cc2cncn2Cc2ccc(C#N)cc2)C1=O	CCSc1ncccc1C(=O)N1CC[C@@H]([NH2+]Cc2cncn2Cc2ccc(C#N)cc2)C1=O	BMZVUMSBUURNOU-OAQYLSRUSA-O	BMZVUMSBUURNOU	True	
CC[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1	CC[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1	AYDXAULLCROVIT-OAHLLOKOSA-N	AYDXAULLCROVIT	True	
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C	CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(=O)[O-])[C@H]1O[C@](CC)([C@H]2CC[C@](O)(CC)[C@H](C)O2)C[C@@H]1C	BBMULGJBVDDDNI-OWKLGTHSSA-M	BBMULGJBVDDDNI	True	
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)[O-])CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C	CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)[O-])CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C	KQXDHUJYNAXLNZ-XQSDOZFQSA-M	KQXDHUJYNAXLNZ	True	
CC[C@@H](C)C(=O)O[C@@H]1C[C@@H](C)C=C2C=C[C@@H](C)[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	CC[C@@H](C)C(=O)O[C@@H]1C[C@@H](C)C=C2C=C[C@@H](C)[C@@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21	PCZOHLXUXFIOCF-KPNNFYHOSA-N	PCZOHLXUXFIOCF	True	
CC[C@@H](C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@H]21	CC[C@@H](C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@H](C)[C@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@H]21	PCZOHLXUXFIOCF-AZXKZSAPSA-N	PCZOHLXUXFIOCF	True	
CC[C@@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21	CC[C@@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21	TUZYXOIXSAXUGO-QUQIATIDSA-N	TUZYXOIXSAXUGO	True	
CC[C@@H](C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](CN3C[C@@H](C)CC[C@H]3[C@@]2(C)O)C2C[C@]34O[C@@]5(O)[C@@H](OC(=O)[C@](C)(O)CC)CC[C@@]3(C)[C@@H]5[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4[C@@]21O	CC[C@@H](C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](CN3C[C@@H](C)CC[C@H]3[C@@]2(C)O)C2C[C@]34O[C@@]5(O)[C@@H](OC(=O)[C@](C)(O)CC)CC[C@@]3(C)[C@@H]5[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4[C@@]21O	HYTGGNIMZXFORS-IBVMHWDQSA-N	HYTGGNIMZXFORS	True	
CC[C@@H](C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](C[NH+]3C[C@@H](C)CC[C@H]3[C@@]2(C)O)[C@@H]2C[C@]34O[C@]5(O)[C@@H](OC(=O)[C@@](C)(O)CC)CC[C@@]3(C)[C@@H]5[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4[C@@]21O	CC[C@@H](C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](C[NH+]3C[C@@H](C)CC[C@H]3[C@@]2(C)O)[C@@H]2C[C@]34O[C@]5(O)[C@@H](OC(=O)[C@@](C)(O)CC)CC[C@@]3(C)[C@@H]5[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4[C@@]21O	HYTGGNIMZXFORS-MGYKWWNKSA-O	HYTGGNIMZXFORS	True	
CC[C@@H](C)CCCCC(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H](C(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC1=O)[C@@H](C)O	CC[C@@H](C)CCCCC(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H](C(=O)N[C@@H](CCNCS(=O)(=O)[O-])C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCNCS(=O)(=O)[O-])NC1=O)[C@@H](C)O	BSSIRFLGSWHWDE-NHYGBIDUSA-I	BSSIRFLGSWHWDE	True	
CC[C@@H](C)COC(=O)/C=C/c1ccc(/N=C/c2ccc(OC)cc2)cc1	CC[C@@H](C)COC(=O)/C=C/c1ccc(/N=C/c2ccc(OC)cc2)cc1	FKZXVOQEYXOXAD-PKNPZCFESA-N	FKZXVOQEYXOXAD	True	
CC[C@@H](C)N	CC[C@@H](C)N	BHRZNVHARXXAHW-SCSAIBSYSA-N	BHRZNVHARXXAHW	True	
CC[C@@H](C)Nc1ccc(N[C@H](C)CC)cc1	CC[C@@H](C)Nc1ccc(N[C@H](C)CC)cc1	FSWDLYNGJBGFJH-VXGBXAGGSA-N	FSWDLYNGJBGFJH	True	
CC[C@@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@H](C/C=C(/C)[C@H](O[C@@H]3C[C@H](OC)[C@H](O[C@@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C\C=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2	CC[C@@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@H](C/C=C(/C)[C@H](O[C@@H]3C[C@H](OC)[C@H](O[C@@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C\C=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2	AZSNMRSAGSSBNP-DPWROSCHSA-N	AZSNMRSAGSSBNP	True	
